TradeDate,YYYYMM,FactorName,Quantile,TotalReturn
31/07/1992,199207,12mMomentum,1,0.014136644
31/07/1992,199207,12mMomentum,2,0.050468539
31/07/1992,199207,12mMomentum,3,-0.001074866
31/07/1992,199207,12mMomentum,4,0.076712397
31/07/1992,199207,3mMomentum,1,-0.014221256
31/07/1992,199207,3mMomentum,2,0.030550275
31/07/1992,199207,3mMomentum,3,0.023158075
31/07/1992,199207,3mMomentum,4,0.095496618
31/07/1992,199207,6mMomentum,1,-0.009901027
31/07/1992,199207,6mMomentum,2,0.037158498
31/07/1992,199207,6mMomentum,3,0.022877578
31/07/1992,199207,6mMomentum,4,0.088010729
31/07/1992,199207,EPSGrowthNTMA,1,-0.001747603
31/07/1992,199207,EPSGrowthNTMA,2,0.000799771
31/07/1992,199207,EPSGrowthNTMA,3,-0.004251469
31/07/1992,199207,EPSGrowthNTMA,4,-0.005769824
31/07/1992,199207,ForwardPE,1,0.016125187
31/07/1992,199207,ForwardPE,2,0.002953857
31/07/1992,199207,ForwardPE,3,-0.024329381
31/07/1992,199207,ForwardPE,4,0.012731015
31/07/1992,199207,PriceToBook,1,0.04799782
31/07/1992,199207,PriceToBook,2,0.011054902
31/07/1992,199207,PriceToBook,3,0.011807114
31/07/1992,199207,PriceToBook,4,-0.02236293
31/07/1992,199207,PriceToCashflow,1,0.046928274
31/07/1992,199207,PriceToCashflow,2,0.047520258
31/07/1992,199207,PriceToCashflow,3,-0.014124673
31/07/1992,199207,PriceToCashflow,4,-0.019322319
31/07/1992,199207,PriceToNTA,1,0.040964792
31/07/1992,199207,PriceToNTA,2,0.014566546
31/07/1992,199207,PriceToNTA,3,0.018012545
31/07/1992,199207,PriceToNTA,4,1.56E-02
31/07/1992,199207,PriceToRevenue,1,0.023008422
31/07/1992,199207,PriceToRevenue,2,0.016355317
31/07/1992,199207,PriceToRevenue,3,0.002681425
31/07/1992,199207,PriceToRevenue,4,0.002228744
31/07/1992,199207,ROE,1,0.052372151
31/07/1992,199207,ROE,2,0.041649097
31/07/1992,199207,ROE,3,-0.033668134
31/07/1992,199207,ROE,4,0.037432458
31/07/1992,199207,Size,1,0.088138811
31/07/1992,199207,Size,2,0.039625245
31/07/1992,199207,Size,3,0.005400952
31/07/1992,199207,Size,4,-0.003519229
31/08/1992,199208,12mMomentum,1,-0.023764362
31/08/1992,199208,12mMomentum,2,-0.029471342
31/08/1992,199208,12mMomentum,3,-0.05433684
31/08/1992,199208,12mMomentum,4,0.001365108
31/08/1992,199208,3mMomentum,1,-0.008275631
31/08/1992,199208,3mMomentum,2,-0.036604434
31/08/1992,199208,3mMomentum,3,-0.056470135
31/08/1992,199208,3mMomentum,4,-0.000848603
31/08/1992,199208,6mMomentum,1,-0.018368261
31/08/1992,199208,6mMomentum,2,-0.027840566
31/08/1992,199208,6mMomentum,3,-0.049787618
31/08/1992,199208,6mMomentum,4,-0.00672695
31/08/1992,199208,EPSGrowthNTMA,1,-0.041870284
31/08/1992,199208,EPSGrowthNTMA,2,-0.038073319
31/08/1992,199208,EPSGrowthNTMA,3,-0.047492421
31/08/1992,199208,EPSGrowthNTMA,4,-0.047583088
31/08/1992,199208,ForwardPE,1,-0.050573795
31/08/1992,199208,ForwardPE,2,-0.01543714
31/08/1992,199208,ForwardPE,3,-0.042171497
31/08/1992,199208,ForwardPE,4,-0.040765375
31/08/1992,199208,PriceToBook,1,-0.045273522
31/08/1992,199208,PriceToBook,2,-0.039395918
31/08/1992,199208,PriceToBook,3,-0.049421942
31/08/1992,199208,PriceToBook,4,-0.044746506
31/08/1992,199208,PriceToCashflow,1,-0.045736618
31/08/1992,199208,PriceToCashflow,2,-0.048997714
31/08/1992,199208,PriceToCashflow,3,-0.034895481
31/08/1992,199208,PriceToCashflow,4,-0.051637091
31/08/1992,199208,PriceToNTA,1,-0.052771314
31/08/1992,199208,PriceToNTA,2,-0.036691431
31/08/1992,199208,PriceToNTA,3,-0.039025553
31/08/1992,199208,PriceToNTA,4,-0.075393393
31/08/1992,199208,PriceToRevenue,1,-0.03365855
31/08/1992,199208,PriceToRevenue,2,-0.055614494
31/08/1992,199208,PriceToRevenue,3,-0.058550289
31/08/1992,199208,PriceToRevenue,4,-0.041283699
31/08/1992,199208,ROE,1,-0.044693003
31/08/1992,199208,ROE,2,-0.038064619
31/08/1992,199208,ROE,3,-0.041680213
31/08/1992,199208,ROE,4,-0.085276245
31/08/1992,199208,Size,1,-0.003254371
31/08/1992,199208,Size,2,-0.032166253
31/08/1992,199208,Size,3,-0.027756379
31/08/1992,199208,Size,4,-0.040584143
30/09/1992,199209,12mMomentum,1,-0.012538464
30/09/1992,199209,12mMomentum,2,0.00414211
30/09/1992,199209,12mMomentum,3,-0.009748323
30/09/1992,199209,12mMomentum,4,-0.02259987
30/09/1992,199209,3mMomentum,1,0.005429043
30/09/1992,199209,3mMomentum,2,-0.008471502
30/09/1992,199209,3mMomentum,3,-0.032171164
30/09/1992,199209,3mMomentum,4,-0.005472461
30/09/1992,199209,6mMomentum,1,0.00596268
30/09/1992,199209,6mMomentum,2,-0.020018877
30/09/1992,199209,6mMomentum,3,-0.028925633
30/09/1992,199209,6mMomentum,4,0.001932193
30/09/1992,199209,EPSGrowthNTMA,1,-0.028760048
30/09/1992,199209,EPSGrowthNTMA,2,-0.018882254
30/09/1992,199209,EPSGrowthNTMA,3,-0.015157418
30/09/1992,199209,EPSGrowthNTMA,4,-0.019616368
30/09/1992,199209,ForwardPE,1,-0.003670168
30/09/1992,199209,ForwardPE,2,-0.031392929
30/09/1992,199209,ForwardPE,3,-0.03467232
30/09/1992,199209,ForwardPE,4,-0.00715363
30/09/1992,199209,PriceToBook,1,0.027231318
30/09/1992,199209,PriceToBook,2,-0.01749419
30/09/1992,199209,PriceToBook,3,-0.014398701
30/09/1992,199209,PriceToBook,4,-0.047782071
30/09/1992,199209,PriceToCashflow,1,-0.000332687
30/09/1992,199209,PriceToCashflow,2,-0.023473595
30/09/1992,199209,PriceToCashflow,3,0.006771741
30/09/1992,199209,PriceToCashflow,4,-0.049720936
30/09/1992,199209,PriceToNTA,1,-0.01462188
30/09/1992,199209,PriceToNTA,2,0.012469186
30/09/1992,199209,PriceToNTA,3,-0.015128455
30/09/1992,199209,PriceToNTA,4,0.003481198
30/09/1992,199209,PriceToRevenue,1,-0.025630029
30/09/1992,199209,PriceToRevenue,2,-0.003794835
30/09/1992,199209,PriceToRevenue,3,0.007555052
30/09/1992,199209,PriceToRevenue,4,-0.010445738
30/09/1992,199209,ROE,1,0.001543263
30/09/1992,199209,ROE,2,0.015207601
30/09/1992,199209,ROE,3,0.001653918
30/09/1992,199209,ROE,4,-0.033683917
30/09/1992,199209,Size,1,0.039124119
30/09/1992,199209,Size,2,-0.031787782
30/09/1992,199209,Size,3,-0.012659893
30/09/1992,199209,Size,4,-0.035986512
31/10/1992,199210,12mMomentum,1,-0.004908768
31/10/1992,199210,12mMomentum,2,-0.017574676
31/10/1992,199210,12mMomentum,3,-0.039599594
31/10/1992,199210,12mMomentum,4,-0.01351038
31/10/1992,199210,3mMomentum,1,-0.009871937
31/10/1992,199210,3mMomentum,2,-0.012397454
31/10/1992,199210,3mMomentum,3,-0.046233043
31/10/1992,199210,3mMomentum,4,-0.00763367
31/10/1992,199210,6mMomentum,1,-0.016723703
31/10/1992,199210,6mMomentum,2,-0.014951865
31/10/1992,199210,6mMomentum,3,-0.04760741
31/10/1992,199210,6mMomentum,4,0.003626559
31/10/1992,199210,EPSGrowthNTMA,1,-0.026756706
31/10/1992,199210,EPSGrowthNTMA,2,-0.020524658
31/10/1992,199210,EPSGrowthNTMA,3,0.012238996
31/10/1992,199210,EPSGrowthNTMA,4,-0.047242341
31/10/1992,199210,ForwardPE,1,-0.028590791
31/10/1992,199210,ForwardPE,2,0.00818371
31/10/1992,199210,ForwardPE,3,-0.014520692
31/10/1992,199210,ForwardPE,4,-0.04302656
31/10/1992,199210,PriceToBook,1,0.006653062
31/10/1992,199210,PriceToBook,2,-0.020788285
31/10/1992,199210,PriceToBook,3,-0.037236714
31/10/1992,199210,PriceToBook,4,0.005110664
31/10/1992,199210,PriceToCashflow,1,0.037771399
31/10/1992,199210,PriceToCashflow,2,-0.050156224
31/10/1992,199210,PriceToCashflow,3,-0.026476768
31/10/1992,199210,PriceToCashflow,4,-0.009203209
31/10/1992,199210,PriceToNTA,1,0.031462139
31/10/1992,199210,PriceToNTA,2,-0.023785719
31/10/1992,199210,PriceToNTA,3,-0.016168981
31/10/1992,199210,PriceToNTA,4,-0.065419879
31/10/1992,199210,PriceToRevenue,1,0.014720871
31/10/1992,199210,PriceToRevenue,2,-0.031037761
31/10/1992,199210,PriceToRevenue,3,-0.022876717
31/10/1992,199210,PriceToRevenue,4,-0.00538114
31/10/1992,199210,ROE,1,-0.01344682
31/10/1992,199210,ROE,2,-0.021066032
31/10/1992,199210,ROE,3,-0.040458417
31/10/1992,199210,ROE,4,-0.000397101
31/10/1992,199210,Size,1,-0.024944121
31/10/1992,199210,Size,2,0.020167838
31/10/1992,199210,Size,3,-0.042186432
31/10/1992,199210,Size,4,-0.031519075
30/11/1992,199211,12mMomentum,1,-0.033613494
30/11/1992,199211,12mMomentum,2,-0.00379491
30/11/1992,199211,12mMomentum,3,-0.017691259
30/11/1992,199211,12mMomentum,4,-0.075985354
30/11/1992,199211,3mMomentum,1,0.003866678
30/11/1992,199211,3mMomentum,2,-0.025722472
30/11/1992,199211,3mMomentum,3,-0.028941442
30/11/1992,199211,3mMomentum,4,-0.066989337
30/11/1992,199211,6mMomentum,1,0.003663707
30/11/1992,199211,6mMomentum,2,-0.011950115
30/11/1992,199211,6mMomentum,3,-0.022842804
30/11/1992,199211,6mMomentum,4,-0.093322112
30/11/1992,199211,EPSGrowthNTMA,1,0.005216332
30/11/1992,199211,EPSGrowthNTMA,2,-0.002727565
30/11/1992,199211,EPSGrowthNTMA,3,0.011570347
30/11/1992,199211,EPSGrowthNTMA,4,0.011867675
30/11/1992,199211,ForwardPE,1,0.015980315
30/11/1992,199211,ForwardPE,2,-0.011544422
30/11/1992,199211,ForwardPE,3,0.017119755
30/11/1992,199211,ForwardPE,4,0.006306587
30/11/1992,199211,PriceToBook,1,-0.078940143
30/11/1992,199211,PriceToBook,2,-0.003966137
30/11/1992,199211,PriceToBook,3,0.026285744
30/11/1992,199211,PriceToBook,4,-0.019903143
30/11/1992,199211,PriceToCashflow,1,-0.012287111
30/11/1992,199211,PriceToCashflow,2,0.013052119
30/11/1992,199211,PriceToCashflow,3,-0.001695946
30/11/1992,199211,PriceToCashflow,4,0.019628308
30/11/1992,199211,PriceToNTA,1,0.016288977
30/11/1992,199211,PriceToNTA,2,-0.030721783
30/11/1992,199211,PriceToNTA,3,-0.000875545
30/11/1992,199211,PriceToNTA,4,-0.09799601
30/11/1992,199211,PriceToRevenue,1,-0.019154313
30/11/1992,199211,PriceToRevenue,2,0.004589807
30/11/1992,199211,PriceToRevenue,3,0.034164095
30/11/1992,199211,PriceToRevenue,4,0.004577214
30/11/1992,199211,ROE,1,0.012066929
30/11/1992,199211,ROE,2,0.018292542
30/11/1992,199211,ROE,3,-0.010008817
30/11/1992,199211,ROE,4,-0.127053246
30/11/1992,199211,Size,1,-0.062281504
30/11/1992,199211,Size,2,-0.036902272
30/11/1992,199211,Size,3,-0.009866224
30/11/1992,199211,Size,4,-0.003938862
31/12/1992,199212,12mMomentum,1,0.039068161
31/12/1992,199212,12mMomentum,2,0.050648968
31/12/1992,199212,12mMomentum,3,0.055993707
31/12/1992,199212,12mMomentum,4,0.079380306
31/12/1992,199212,3mMomentum,1,0.048037887
31/12/1992,199212,3mMomentum,2,0.023367859
31/12/1992,199212,3mMomentum,3,0.052661591
31/12/1992,199212,3mMomentum,4,0.093844946
31/12/1992,199212,6mMomentum,1,0.056192965
31/12/1992,199212,6mMomentum,2,0.0265015
31/12/1992,199212,6mMomentum,3,0.025210411
31/12/1992,199212,6mMomentum,4,0.112275154
31/12/1992,199212,EPSGrowthNTMA,1,0.072985741
31/12/1992,199212,EPSGrowthNTMA,2,0.054944599
31/12/1992,199212,EPSGrowthNTMA,3,0.046977433
31/12/1992,199212,EPSGrowthNTMA,4,0.041913725
31/12/1992,199212,ForwardPE,1,0.061104586
31/12/1992,199212,ForwardPE,2,0.040822372
31/12/1992,199212,ForwardPE,3,0.044895668
31/12/1992,199212,ForwardPE,4,0.068342386
31/12/1992,199212,PriceToBook,1,0.027550428
31/12/1992,199212,PriceToBook,2,0.051252308
31/12/1992,199212,PriceToBook,3,0.064720888
31/12/1992,199212,PriceToBook,4,0.062571835
31/12/1992,199212,PriceToCashflow,1,0.024576312
31/12/1992,199212,PriceToCashflow,2,0.045391721
31/12/1992,199212,PriceToCashflow,3,0.048304088
31/12/1992,199212,PriceToCashflow,4,0.076933011
31/12/1992,199212,PriceToNTA,1,0.067244345
31/12/1992,199212,PriceToNTA,2,0.034418214
31/12/1992,199212,PriceToNTA,3,0.048023308
31/12/1992,199212,PriceToNTA,4,0.061948365
31/12/1992,199212,PriceToRevenue,1,0.04358091
31/12/1992,199212,PriceToRevenue,2,0.046034437
31/12/1992,199212,PriceToRevenue,3,0.026757802
31/12/1992,199212,PriceToRevenue,4,0.05729505
31/12/1992,199212,ROE,1,0.034839195
31/12/1992,199212,ROE,2,0.047337735
31/12/1992,199212,ROE,3,0.077765912
31/12/1992,199212,ROE,4,0.065489728
31/12/1992,199212,Size,1,0.098533751
31/12/1992,199212,Size,2,0.021399479
31/12/1992,199212,Size,3,0.036118882
31/12/1992,199212,Size,4,0.060232362
31/01/1993,199301,12mMomentum,1,0.073116831
31/01/1993,199301,12mMomentum,2,0.009599028
31/01/1993,199301,12mMomentum,3,-0.008411535
31/01/1993,199301,12mMomentum,4,0.035176536
31/01/1993,199301,3mMomentum,1,0.030533777
31/01/1993,199301,3mMomentum,2,0.013476504
31/01/1993,199301,3mMomentum,3,0.0312316
31/01/1993,199301,3mMomentum,4,0.040139218
31/01/1993,199301,6mMomentum,1,0.066402144
31/01/1993,199301,6mMomentum,2,0.0297623
31/01/1993,199301,6mMomentum,3,-0.001383367
31/01/1993,199301,6mMomentum,4,0.023636849
31/01/1993,199301,EPSGrowthNTMA,1,0.013542494
31/01/1993,199301,EPSGrowthNTMA,2,-0.009294967
31/01/1993,199301,EPSGrowthNTMA,3,-0.000171849
31/01/1993,199301,EPSGrowthNTMA,4,0.005323995
31/01/1993,199301,ForwardPE,1,0.0322659
31/01/1993,199301,ForwardPE,2,0.018312728
31/01/1993,199301,ForwardPE,3,-0.006624148
31/01/1993,199301,ForwardPE,4,-0.003118584
31/01/1993,199301,PriceToBook,1,0.006684584
31/01/1993,199301,PriceToBook,2,0.016778775
31/01/1993,199301,PriceToBook,3,0.023009071
31/01/1993,199301,PriceToBook,4,0.066721642
31/01/1993,199301,PriceToCashflow,1,0.031598763
31/01/1993,199301,PriceToCashflow,2,0.004183826
31/01/1993,199301,PriceToCashflow,3,0.019105704
31/01/1993,199301,PriceToCashflow,4,0.012063679
31/01/1993,199301,PriceToNTA,1,0.02417417
31/01/1993,199301,PriceToNTA,2,0.012344805
31/01/1993,199301,PriceToNTA,3,0.00889566
31/01/1993,199301,PriceToNTA,4,0.07346977
31/01/1993,199301,PriceToRevenue,1,0.02449752
31/01/1993,199301,PriceToRevenue,2,0.004342796
31/01/1993,199301,PriceToRevenue,3,0.038630806
31/01/1993,199301,PriceToRevenue,4,0.011333848
31/01/1993,199301,ROE,1,0.043522664
31/01/1993,199301,ROE,2,0.024806588
31/01/1993,199301,ROE,3,0.012796736
31/01/1993,199301,ROE,4,0.0228531
31/01/1993,199301,Size,1,0.050286655
31/01/1993,199301,Size,2,0.034003496
31/01/1993,199301,Size,3,0.030655292
31/01/1993,199301,Size,4,0.002246308
28/02/1993,199302,12mMomentum,1,0.092003474
28/02/1993,199302,12mMomentum,2,0.066347674
28/02/1993,199302,12mMomentum,3,0.051896718
28/02/1993,199302,12mMomentum,4,0.047937361
28/02/1993,199302,3mMomentum,1,0.066400973
28/02/1993,199302,3mMomentum,2,0.075502584
28/02/1993,199302,3mMomentum,3,0.04955595
28/02/1993,199302,3mMomentum,4,0.068355749
28/02/1993,199302,6mMomentum,1,0.076730448
28/02/1993,199302,6mMomentum,2,0.074453713
28/02/1993,199302,6mMomentum,3,0.047557961
28/02/1993,199302,6mMomentum,4,0.06127588
28/02/1993,199302,EPSGrowthNTMA,1,0.039487423
28/02/1993,199302,EPSGrowthNTMA,2,0.049057666
28/02/1993,199302,EPSGrowthNTMA,3,0.06507939
28/02/1993,199302,EPSGrowthNTMA,4,0.048004189
28/02/1993,199302,ForwardPE,1,0.060444574
28/02/1993,199302,ForwardPE,2,0.052984038
28/02/1993,199302,ForwardPE,3,0.056154606
28/02/1993,199302,ForwardPE,4,0.037691045
28/02/1993,199302,PriceToBook,1,0.099834482
28/02/1993,199302,PriceToBook,2,0.054307438
28/02/1993,199302,PriceToBook,3,0.024864547
28/02/1993,199302,PriceToBook,4,0.085896417
28/02/1993,199302,PriceToCashflow,1,0.061793365
28/02/1993,199302,PriceToCashflow,2,0.069227129
28/02/1993,199302,PriceToCashflow,3,0.038995133
28/02/1993,199302,PriceToCashflow,4,0.044429958
28/02/1993,199302,PriceToNTA,1,0.064566545
28/02/1993,199302,PriceToNTA,2,0.052909072
28/02/1993,199302,PriceToNTA,3,0.047321719
28/02/1993,199302,PriceToNTA,4,0.109928833
28/02/1993,199302,PriceToRevenue,1,0.077675745
28/02/1993,199302,PriceToRevenue,2,0.079790713
28/02/1993,199302,PriceToRevenue,3,0.046345038
28/02/1993,199302,PriceToRevenue,4,0.035630306
28/02/1993,199302,ROE,1,0.098661256
28/02/1993,199302,ROE,2,0.062528248
28/02/1993,199302,ROE,3,0.084147821
28/02/1993,199302,ROE,4,0.018770222
28/02/1993,199302,Size,1,0.076649501
28/02/1993,199302,Size,2,0.090513307
28/02/1993,199302,Size,3,0.051064595
28/02/1993,199302,Size,4,0.049119852
31/03/1993,199303,12mMomentum,1,0.126223572
31/03/1993,199303,12mMomentum,2,0.070771325
31/03/1993,199303,12mMomentum,3,0.101397685
31/03/1993,199303,12mMomentum,4,0.118592943
31/03/1993,199303,3mMomentum,1,0.095252785
31/03/1993,199303,3mMomentum,2,0.106561442
31/03/1993,199303,3mMomentum,3,0.080984784
31/03/1993,199303,3mMomentum,4,0.101167642
31/03/1993,199303,6mMomentum,1,0.136021086
31/03/1993,199303,6mMomentum,2,0.092267514
31/03/1993,199303,6mMomentum,3,0.04526103
31/03/1993,199303,6mMomentum,4,0.121582478
31/03/1993,199303,EPSGrowthNTMA,1,0.059326353
31/03/1993,199303,EPSGrowthNTMA,2,0.064882387
31/03/1993,199303,EPSGrowthNTMA,3,0.065582984
31/03/1993,199303,EPSGrowthNTMA,4,0.089518181
31/03/1993,199303,ForwardPE,1,0.125844645
31/03/1993,199303,ForwardPE,2,0.075100032
31/03/1993,199303,ForwardPE,3,0.056177037
31/03/1993,199303,ForwardPE,4,0.042312183
31/03/1993,199303,PriceToBook,1,0.094562955
31/03/1993,199303,PriceToBook,2,0.103355337
31/03/1993,199303,PriceToBook,3,0.118299656
31/03/1993,199303,PriceToBook,4,0.135420367
31/03/1993,199303,PriceToCashflow,1,0.162270725
31/03/1993,199303,PriceToCashflow,2,0.105342233
31/03/1993,199303,PriceToCashflow,3,0.052977617
31/03/1993,199303,PriceToCashflow,4,0.080675717
31/03/1993,199303,PriceToNTA,1,0.092792293
31/03/1993,199303,PriceToNTA,2,0.083405272
31/03/1993,199303,PriceToNTA,3,0.144067216
31/03/1993,199303,PriceToNTA,4,0.134330437
31/03/1993,199303,PriceToRevenue,1,0.079629145
31/03/1993,199303,PriceToRevenue,2,0.087185287
31/03/1993,199303,PriceToRevenue,3,0.13700033
31/03/1993,199303,PriceToRevenue,4,0.097973655
31/03/1993,199303,ROE,1,0.114331659
31/03/1993,199303,ROE,2,0.062849544
31/03/1993,199303,ROE,3,0.093058938
31/03/1993,199303,ROE,4,0.183355844
31/03/1993,199303,Size,1,0.129738669
31/03/1993,199303,Size,2,0.111619091
31/03/1993,199303,Size,3,0.082132651
31/03/1993,199303,Size,4,0.05735615
30/04/1993,199304,12mMomentum,1,0.105152461
30/04/1993,199304,12mMomentum,2,0.050841466
30/04/1993,199304,12mMomentum,3,0.017509195
30/04/1993,199304,12mMomentum,4,0.098965387
30/04/1993,199304,3mMomentum,1,0.127391016
30/04/1993,199304,3mMomentum,2,0.058657978
30/04/1993,199304,3mMomentum,3,0.019856082
30/04/1993,199304,3mMomentum,4,0.057021623
30/04/1993,199304,6mMomentum,1,0.118667916
30/04/1993,199304,6mMomentum,2,0.054903873
30/04/1993,199304,6mMomentum,3,0.031173554
30/04/1993,199304,6mMomentum,4,0.057853378
30/04/1993,199304,EPSGrowthNTMA,1,0.023306082
30/04/1993,199304,EPSGrowthNTMA,2,-0.003424621
30/04/1993,199304,EPSGrowthNTMA,3,0.015677681
30/04/1993,199304,EPSGrowthNTMA,4,0.060872917
30/04/1993,199304,ForwardPE,1,0.039176918
30/04/1993,199304,ForwardPE,2,-0.003018658
30/04/1993,199304,ForwardPE,3,0.030621614
30/04/1993,199304,ForwardPE,4,0.067669715
30/04/1993,199304,PriceToBook,1,0.051667174
30/04/1993,199304,PriceToBook,2,0.039541546
30/04/1993,199304,PriceToBook,3,0.044265212
30/04/1993,199304,PriceToBook,4,0.044429091
30/04/1993,199304,PriceToCashflow,1,0.059850593
30/04/1993,199304,PriceToCashflow,2,0.062073251
30/04/1993,199304,PriceToCashflow,3,0.01463124
30/04/1993,199304,PriceToCashflow,4,-0.003033418
30/04/1993,199304,PriceToNTA,1,0.060260697
30/04/1993,199304,PriceToNTA,2,0.069917253
30/04/1993,199304,PriceToNTA,3,0.02249708
30/04/1993,199304,PriceToNTA,4,0.107408396
30/04/1993,199304,PriceToRevenue,1,0.023751199
30/04/1993,199304,PriceToRevenue,2,0.039631793
30/04/1993,199304,PriceToRevenue,3,0.057000092
30/04/1993,199304,PriceToRevenue,4,0.039274407
30/04/1993,199304,ROE,1,0.058760868
30/04/1993,199304,ROE,2,0.047339661
30/04/1993,199304,ROE,3,0.045607592
30/04/1993,199304,ROE,4,0.092297847
30/04/1993,199304,Size,1,0.09835851
30/04/1993,199304,Size,2,0.099107824
30/04/1993,199304,Size,3,0.033673196
30/04/1993,199304,Size,4,0.029554366
31/05/1993,199305,12mMomentum,1,0.157698847
31/05/1993,199305,12mMomentum,2,0.056711687
31/05/1993,199305,12mMomentum,3,0.048518283
31/05/1993,199305,12mMomentum,4,0.074252965
31/05/1993,199305,3mMomentum,1,0.175094383
31/05/1993,199305,3mMomentum,2,0.072776513
31/05/1993,199305,3mMomentum,3,0.048009015
31/05/1993,199305,3mMomentum,4,0.011321137
31/05/1993,199305,6mMomentum,1,0.172013519
31/05/1993,199305,6mMomentum,2,0.042359559
31/05/1993,199305,6mMomentum,3,0.046339969
31/05/1993,199305,6mMomentum,4,0.057725062
31/05/1993,199305,EPSGrowthNTMA,1,0.030625612
31/05/1993,199305,EPSGrowthNTMA,2,0.019322318
31/05/1993,199305,EPSGrowthNTMA,3,0.042119643
31/05/1993,199305,EPSGrowthNTMA,4,0.098103511
31/05/1993,199305,ForwardPE,1,0.068600662
31/05/1993,199305,ForwardPE,2,0.021974803
31/05/1993,199305,ForwardPE,3,0.027120592
31/05/1993,199305,ForwardPE,4,0.071606158
31/05/1993,199305,PriceToBook,1,0.07574444
31/05/1993,199305,PriceToBook,2,0.088602593
31/05/1993,199305,PriceToBook,3,0.044139338
31/05/1993,199305,PriceToBook,4,0.144227993
31/05/1993,199305,PriceToCashflow,1,0.103932568
31/05/1993,199305,PriceToCashflow,2,0.026863908
31/05/1993,199305,PriceToCashflow,3,0.047551307
31/05/1993,199305,PriceToCashflow,4,0.09351598
31/05/1993,199305,PriceToNTA,1,0.042052955
31/05/1993,199305,PriceToNTA,2,0.121183061
31/05/1993,199305,PriceToNTA,3,0.104252211
31/05/1993,199305,PriceToNTA,4,0.104529138
31/05/1993,199305,PriceToRevenue,1,0.012977318
31/05/1993,199305,PriceToRevenue,2,0.048954501
31/05/1993,199305,PriceToRevenue,3,0.118501987
31/05/1993,199305,PriceToRevenue,4,0.143950845
31/05/1993,199305,ROE,1,0.077797481
31/05/1993,199305,ROE,2,0.028446778
31/05/1993,199305,ROE,3,0.113939105
31/05/1993,199305,ROE,4,0.139498623
31/05/1993,199305,Size,1,0.059620635
31/05/1993,199305,Size,2,0.103612557
31/05/1993,199305,Size,3,0.087419796
31/05/1993,199305,Size,4,0.055619311
30/06/1993,199306,12mMomentum,1,0.010876422
30/06/1993,199306,12mMomentum,2,0.038271324
30/06/1993,199306,12mMomentum,3,0.005408156
30/06/1993,199306,12mMomentum,4,0.00752848
30/06/1993,199306,3mMomentum,1,0.024170236
30/06/1993,199306,3mMomentum,2,0.003601097
30/06/1993,199306,3mMomentum,3,0.028548933
30/06/1993,199306,3mMomentum,4,0.008032754
30/06/1993,199306,6mMomentum,1,0.004581433
30/06/1993,199306,6mMomentum,2,0.041565086
30/06/1993,199306,6mMomentum,3,0.030983384
30/06/1993,199306,6mMomentum,4,-0.011313649
30/06/1993,199306,EPSGrowthNTMA,1,0.024697894
30/06/1993,199306,EPSGrowthNTMA,2,0.020210185
30/06/1993,199306,EPSGrowthNTMA,3,0.012127189
30/06/1993,199306,EPSGrowthNTMA,4,-0.018207807
30/06/1993,199306,ForwardPE,1,0.019842294
30/06/1993,199306,ForwardPE,2,0.021278873
30/06/1993,199306,ForwardPE,3,0.012875306
30/06/1993,199306,ForwardPE,4,-0.008214312
30/06/1993,199306,PriceToBook,1,-0.020289384
30/06/1993,199306,PriceToBook,2,0.008761023
30/06/1993,199306,PriceToBook,3,0.029141719
30/06/1993,199306,PriceToBook,4,0.051605374
30/06/1993,199306,PriceToCashflow,1,0.014544119
30/06/1993,199306,PriceToCashflow,2,0.000523163
30/06/1993,199306,PriceToCashflow,3,0.005121049
30/06/1993,199306,PriceToCashflow,4,0.054860923
30/06/1993,199306,PriceToNTA,1,0.021589975
30/06/1993,199306,PriceToNTA,2,0.001210934
30/06/1993,199306,PriceToNTA,3,0.015781832
30/06/1993,199306,PriceToNTA,4,0.0247999
30/06/1993,199306,PriceToRevenue,1,-0.004257638
30/06/1993,199306,PriceToRevenue,2,0.001728324
30/06/1993,199306,PriceToRevenue,3,0.024176358
30/06/1993,199306,PriceToRevenue,4,0.087920994
30/06/1993,199306,ROE,1,0.011079512
30/06/1993,199306,ROE,2,0.012893566
30/06/1993,199306,ROE,3,0.045122259
30/06/1993,199306,ROE,4,-0.006340587
30/06/1993,199306,Size,1,0.033527571
30/06/1993,199306,Size,2,0.010143579
30/06/1993,199306,Size,3,0.017700271
30/06/1993,199306,Size,4,0.002370688
31/07/1993,199307,12mMomentum,1,0.191190135
31/07/1993,199307,12mMomentum,2,0.090176466
31/07/1993,199307,12mMomentum,3,0.067935944
31/07/1993,199307,12mMomentum,4,0.131071273
31/07/1993,199307,3mMomentum,1,0.193422844
31/07/1993,199307,3mMomentum,2,0.104762844
31/07/1993,199307,3mMomentum,3,0.072585778
31/07/1993,199307,3mMomentum,4,0.098643935
31/07/1993,199307,6mMomentum,1,0.174524231
31/07/1993,199307,6mMomentum,2,0.128928734
31/07/1993,199307,6mMomentum,3,0.077660712
31/07/1993,199307,6mMomentum,4,0.094675318
31/07/1993,199307,EPSGrowthNTMA,1,0.092273655
31/07/1993,199307,EPSGrowthNTMA,2,0.064073361
31/07/1993,199307,EPSGrowthNTMA,3,0.055365033
31/07/1993,199307,EPSGrowthNTMA,4,0.080291544
31/07/1993,199307,ForwardPE,1,0.047716606
