,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield
,MSCI Asia Ex Japan,SP & ASX 200,ASX Small Ords,MSCI Brazil,MSCI China Hong Kong in Red ,MSCI Europe,MSCI ACWI,MSCI Global Small,MSCI India,MSCI Japan,MSCI Korea,MSCI Taiwan,MSCI UK,SP500,MSCI NZ,NAREIT ALL Equity Reits,SP Global Infrastructure,MSCI Asia Ex Japan,SP & ASX 200,ASX Small Ords,MSCI Brazil,MSCI China Hong Kong in Red ,MSCI Europe,MSCI ACWI,MSCI Global Small,MSCI India,MSCI Japan,MSCI Korea,MSCI Taiwan,MSCI UK,SP500,MSCI NZ,NAREIT ALL Equity Reits,SP Global Infrastructure,MSCI Asia Ex Japan,SP & ASX 200,ASX Small Ords,MSCI Brazil,MSCI China Hong Kong in Red ,MSCI Europe,MSCI ACWI,MSCI Global Small,MSCI India,MSCI Japan,MSCI Korea,MSCI Taiwan,MSCI UK,SP500,MSCI NZ,NAREIT ALL Equity Reits,SP Global Infrastructure
30/9/92,-0.020925018,-0.042851775,-0.009626348,0.079177901,-0.007652204,0.019946264,-0.011294397,,0.045167178,-0.051297188,-0.104925688,-0.06139099,0.089431742,0.011685407,-0.035299527,0.014805978,,,15.95,,,21.83,14.68,,,,30.73,,,15.8,21.75,,,,,0.010000519,,,,,,,-0.023795621,-0.018981687,,,0.004831348,0.002116,,,
30/10/92,-0.031920216,-0.040386416,-0.022828538,-0.128106211,0.120505283,0.0005279,-0.029516084,,0.053463199,-0.019896068,0.148660618,0.022604209,0.041229697,0.003445132,-0.060841659,-0.007811144,,,15.8,,,24.38,15.13,,,,30.19,,,16.5,21.65,,,,,0.009644015,,,,,,,-0.026055227,-0.021245911,,,0.005171525,-0.000573,,,
30/11/92,0.015841915,0.023405808,-0.002720297,-0.131997916,-0.076514697,0.037904507,0.015767953,,0.047491151,0.035527623,0.085835704,0.016915036,0.045768283,0.033476318,0.157194335,0.014552002,,,15.93,,,22.51,15.75,,,,31.43,,,17.28,22.19,,,,,0.005878354,,,,,,,-0.029005726,-0.0247071,,,0.00134019,-0.00467,,,
31/12/92,-0.012354988,0.076638493,0.030279213,0.134973177,-0.05779936,0.031510484,0.006093397,,0.023707764,-0.014658736,0.037998357,-0.092384362,0.034305079,0.012181545,-0.006188564,0.012898224,,,15.93,,,22.36,15.65,,,,31.21,,,17.28,22.13,,,,,0.004220774,,,,,,,-0.026978594,-0.022616103,,,0.003160981,-0.002865,,,
29/1/93,-0.001492909,-0.020049667,0.015360422,-0.026740091,-0.012376271,-0.000886656,0.001407092,,0.021174235,-0.004560967,-0.003753005,-0.023705714,-0.009226763,0.008325857,-0.024296085,0.056374112,,,16.69,,,21.84,16.19,,,,30.52,,,17.72,22.51,,,,,0.006930071,,,,,,,-0.025519353,-0.020814674,,,0.005344444,-0.001307,,,
26/2/93,0.045393204,0.048594955,0.046224236,0.177444922,0.095797879,0.043113866,0.021540823,,0.04629748,-0.013452589,-0.071488112,0.287374475,0.021362992,0.013530098,0.054729081,0.047089722,,,17.19,,,23.65,16.9,,,,30.26,,,18.34,22.92,,,,,0.003700184,,,,,,,-0.026063786,-0.02149388,,,0.005781593,-0.002014,,,
31/3/93,0.108045783,0.022337232,0.049516779,0.027196317,-0.113983914,0.026548995,0.054570988,,-0.220506351,0.104381897,0.061822805,0.093441589,0.010158884,0.020891783,0.019348603,0.077244108,,,17.04,,,22.24,17,,,,33.54,,,18.31,23.27,,,,,0.001244783,,,,,,,-0.025996864,-0.021964654,,,0.003571336,-0.00178,,,
30/4/93,0.145355171,0.001328453,0.035836615,-0.01188198,-0.056740023,-0.006640866,0.043564322,,-0.062388792,0.127802452,0.085420849,-0.060197845,-0.016108343,-0.024470079,0.034190262,-0.05075455,,,17.16,,,22.16,17,,,,33.36,,,18.31,22.97,,,,,0.001017487,,,,,,,-0.025600587,-0.023031749,,,0.002682765,-0.000986,,,
31/5/93,0.027955383,0.02273206,0.042515475,0.11709852,-0.062590761,0.012689825,0.021073087,,0.051373916,-0.008365172,0.054041622,-0.071878565,0.010207522,0.026373675,0.013605652,-0.020571851,,,17.82,,,25.42,17.07,,,,38.4,,,18.24,22.9,,,,,-0.001379924,,,,,,,-0.027229309,-0.024918656,,,0.000620495,-0.003233,,,
30/6/93,-0.016478417,-0.004760464,0.02186006,0.116020932,-0.045270575,0.037571102,-0.010137236,,0.011480913,-0.028483599,-0.024725253,-0.062274762,0.021148249,0.00290654,0.026180799,0.027379645,,,17.45,,,24.32,17.47,,,,37.18,,,18.41,22.89,,,,,-0.004413223,,,,,,,-0.02726984,-0.024384012,,,0.002610252,-0.002617,,,
30/7/93,0.055488426,0.05526238,0.082390898,0.004944354,-0.124353131,0.058204148,0.018737833,,0.059136654,0.050888209,-0.031507484,-0.000638284,0.013835592,-0.004026173,0.088483152,0.011975156,,,18.58,,,23.76,17.94,,,,39.16,,,18.56,22.55,,,,,-0.00515717,,,,,,,-0.027638948,-0.024838924,,,0.001977719,-0.002701,,,
31/8/93,0.029360063,0.065509357,0.03749533,0.066624028,0.155702911,0.042746412,0.043236985,,0.123379021,0.022054952,-0.067114479,-0.021490937,0.058055997,0.037222738,0.092130462,0.019490808,,,19.71,,,24.49,18.98,,,,39.82,,,19.61,23.34,,,,,-0.005482977,,,,,,,-0.027750819,-0.024667565,,,0.000207028,-0.003459,,,
30/9/93,-0.036902035,0.012145651,-0.007619603,0.073160607,0.063330347,-0.027502842,-0.020285214,,0.036870097,-0.03912341,0.069953892,-0.015714186,-0.019124491,-0.007737613,-0.021911076,0.044107219,,,19.92,,,24.41,18.54,,,,38.41,,,19.14,22.98,,,,,-0.004566263,,,,,,,-0.026927003,-0.023459,,,0.001158372,-0.002073,,,
29/10/93,0.026702595,0.074111442,0.036477393,-0.07962678,0.091341881,0.052176051,0.025589565,,-0.017455743,0.018594546,0.017108164,0.063917056,0.042732159,0.020474896,0.116777156,-0.024617005,,,21.98,,,29.78,19.68,,,,39.32,,,19.99,23.14,,,,,-0.00869744,,,,,,,-0.028143049,-0.02453273,,,-0.00130818,-0.003801,,,
30/11/93,-0.145769957,-0.056893096,-0.008995365,0.074302778,0.078761,-0.009906091,-0.059902821,,0.194447122,-0.175327301,0.089669041,0.088869445,0.002085788,-0.00958019,-0.082227522,-0.060219145,,,20.42,,,29.06,19.39,,,,33.3,,,19.99,22.89,,,,,-0.008280905,,,,,,,-0.029830551,-0.024372037,,,-0.002310921,-0.004559,,,
31/12/93,0.074856845,0.072780297,0.106953824,0.022556499,0.217887715,0.078805819,0.04617954,,0.058959158,0.053941848,0.101545457,0.370054128,0.075718625,0.011994237,0.084630703,-0.005722854,,,20.44,,,28.93,19.32,,,,33.19,,,20.01,22.87,,,,,-0.009704478,,,,,,,-0.028426828,-0.023023359,,,-0.007302849,-0.003379,,,
31/1/94,0.099888546,0.055988555,0.088994484,0.297188433,-0.143147007,0.045393144,0.062358829,,0.152629767,0.125590747,0.127246473,-0.005989458,0.028637935,0.033438002,0.090750991,0.022568015,,,23.02,,,35.16,21.66,,,,39.58,,,22.04,23.94,,,,,-0.011624297,,,,,,,-0.028445723,-0.023736786,,,-0.008030581,-0.003815,,,
28/2/94,0.020851057,-0.059012257,-0.038017658,0.028117484,-0.054885044,-0.053029267,-0.014579638,,0.06708,-0.001365552,-0.012823678,-0.12989066,-0.044563412,-0.027518884,-0.076907084,0.038277323,,,21.37,,,31.39,20.8,,,,39.7,,,21.23,23.29,,,,,-0.014687871,,,,,,,-0.032562494,-0.028035858,,,-0.01100058,-0.007013,,,
31/3/94,-0.059874259,-0.061458581,-0.041115165,0.02453857,-0.20141266,-0.046012597,-0.045709488,,-0.117946138,-0.057776273,-0.092755661,-0.029086816,-0.070863141,-0.044560179,-0.08282359,-0.04108686,,,20.85,,,29.35,20.62,,,,39.64,,,21.01,23.16,,,,,-0.014194935,,,,,,,-0.031696942,-0.028653022,,,-0.01177011,-0.006942,,,
29/4/94,0.040092589,0.016042811,-0.014769206,-0.240950576,-0.024111191,0.029524663,0.028858901,,-0.023427232,0.028850682,0.065881273,0.092386947,0.011961092,0.012740511,0.036897389,0.010120454,,,19.74,,,25.84,19.75,,,,37.27,,,19.48,21.97,,,,,-0.018644838,,,,,,,-0.035546974,-0.032815683,,,-0.016749692,-0.011134,,,
31/5/94,0.024927203,0.010500183,0.005921955,-0.005033349,0.043055978,-0.053115223,0.000987686,,0.01228842,0.051940327,0.040797889,0.029593253,-0.053468995,0.01628144,0.023738869,0.015096712,,,20.38,,,27.14,19.48,,,,41.69,,,18.58,22.53,,,,,-0.021955288,,,,,,,-0.038633855,-0.035909659,,,-0.01870492,-0.014385,,,
30/6/94,0.028226565,-0.044533517,-0.022558255,0.021479685,-0.120324124,-0.041386318,-0.004411653,,0.048725899,-0.011461472,-0.018156312,0.010566136,-0.020118872,-0.024797808,-0.064104184,-0.023746578,,,19.25,,,24.71,18.48,,,,41.25,,,18.01,21.82,,,,,-0.019311606,,,,,,,-0.038521878,-0.035992227,,,-0.018393499,-0.013672,,,
29/7/94,-0.018014253,0.036291012,0.019631569,0.165031413,0.109843582,0.048250085,0.017243474,,0.029259259,-0.021662757,-0.001355932,0.127109142,0.054135867,0.032277103,0.025285549,-0.012000666,,,20.05,,,26.67,19.32,,,,40.56,,,18.93,22.27,,,,,-0.021737354,,,,,,,-0.040653335,-0.037210342,,,-0.021014503,-0.015923,,,
31/8/94,0.021283247,0.036926289,0.006855262,0.304083919,0.056276974,0.025024333,0.028120281,,0.07726382,0.006311062,0.045269643,0.027667451,0.053119111,0.040181004,0.075109807,-0.003242204,,,20.71,,,26.98,19.75,,,,40.9,,,19.93,23.02,,,,,-0.025452296,,,,,,,-0.043887059,-0.040240947,,,-0.024849098,-0.019838,,,
30/9/94,-0.025977531,-0.051327494,-0.023441391,0.075747209,0.010013644,-0.061112763,-0.028248107,,-0.05754931,-0.037588811,0.140134488,0.029693454,-0.076096595,-0.024782261,-0.017661103,-0.022141781,,,19.74,,,25.15,18.46,,,,39.61,,,18.34,15.66,,,,,-0.024777089,,,,,,,-0.044850532,-0.041209878,,,-0.024854755,-0.020155,,,
31/10/94,0.024188692,0.022159375,-0.025749852,-0.076929548,-0.040886864,0.014639676,0.02642895,,-0.014920129,0.005936256,0.003424828,-0.085558329,0.020386823,0.02221963,0.037130981,-0.043043517,,,20.15,,,25.07,18.46,,,,39.65,,,18.38,16.06,,,,,-0.029046314,,,,,,,-0.048504729,-0.04510194,,,-0.029992156,-0.024337,,,
30/11/94,-0.059496502,-0.075816545,-0.087255344,-0.041170189,-0.138967577,7.94123E-05,-0.046002141,,-0.033475401,-0.031719854,-0.048587489,-0.020012177,-0.006255762,-0.037098133,-0.062767478,-0.043217636,,,18.83,,,21.99,18.73,,,,38.98,,,18.58,15.51,,,,,-0.034080224,,,,,,,-0.054075614,-0.050352531,,,-0.034522817,-0.028732,,,
30/12/94,0.003299244,0.009683447,0.001836798,-0.058514463,-0.131953028,-0.006932575,0.007969075,,-0.052886796,0.019176106,-0.072559115,0.120608384,-0.001247328,0.014673484,-0.06317075,0.066642464,,,18.85,,,21.82,18.68,,,,38.82,,,18.58,15.7,,,,,-0.03377765,,,,,,,-0.053657632,-0.050210199,,,-0.031869747,-0.028638,,,
31/1/95,-0.069028163,-0.040489324,-0.053682148,-0.090587388,-0.148590136,-0.02542853,-0.016722238,,-0.063748783,-0.068882003,-0.095012507,-0.130823517,-0.032779511,0.025601703,0.030099646,-0.031797408,,,18.64,,,20.98,18.56,,,,39.58,,,18.29,15.35,,,,-0.04721,-0.019907,,-0.058323,,,-0.037693,-0.05995,-0.054619,-0.052116,,,-0.027067,-0.032383,0.05202,,
28/2/95,-0.021509006,0.057068241,0.00529291,-0.162898842,0.107644091,-0.000820547,0.014333801,0.016634434,-0.052617653,-0.072865649,-0.021262405,0.032613814,0.00988932,0.038231173,0.025354145,0.018068269,,,18.65,,,21.07,18.27,,,,34.57,,,17.83,15.9,,,,-0.046276,-0.021808,,-0.057775,,,-0.037212,-0.05938,-0.054516,-0.050952,-0.042718,-0.048706,-0.026377,-0.032623,0.049334,,
31/3/95,0.069505624,0.002196253,-0.016108503,-0.144723241,0.001770695,-0.004525081,0.048334924,0.018507919,-0.038842568,-0.020631789,0.058394515,-0.005774092,0.046096669,0.029075611,0.004922207,-0.007730317,,,18.2,,,20.48,18.01,,,,33.82,,,18.4,16.47,,,,-0.045996,-0.020162,,-0.057548,,,-0.036616,-0.0587,-0.052532,-0.049944,-0.043238,-0.048102,-0.025821,-0.032586,-0.015719,,
28/4/95,0.037676663,0.071893209,0.050052856,0.177151445,-0.112379703,0.032292275,0.033913754,0.02039083,-0.050998462,0.01914824,-0.011346424,-0.113856473,0.02515984,0.029020837,0.079471908,-0.009110611,,,19.46,,,19.58,18.67,,,,34.61,,,18.71,16.92,,,,-0.046017,-0.022732,-0.031799,-0.05768,,,-0.037041,-0.0586,-0.052211,-0.050018,-0.042985,-0.046965,-0.026145,-0.03312,-0.018867,,
31/5/95,-0.029603386,-0.007543115,-0.010536629,0.019911492,0.147720094,0.0315915,0.010396254,-0.001517894,0.042442535,-0.057178127,-0.019101998,-0.016557498,0.035251508,0.039169478,-0.011043565,0.034315047,,,19.19,,,21.74,19.38,,,,33.79,,,19.22,17.6,,,,-0.044909,-0.021515,-0.027723,-0.034247,,,-0.036319,-0.05801,-0.048412,-0.048931,-0.042102,-0.046223,-0.026481,-0.033228,-0.012751,,
30/6/95,-0.040145659,0.012472788,-0.011635373,-0.026216026,-0.0136115,-0.010810916,0.000716267,0.011501724,-0.036272045,-0.046453665,0.017099976,-0.042535735,-0.000218828,0.02295715,-0.027978055,0.012187814,,,18.94,,,21.25,19.02,,,,32.51,,,18.92,17.96,,,,-0.041985,-0.018042,-0.02493,-0.048579,,,-0.03361,-0.05568,-0.045141,-0.046262,-0.040087,-0.043071,-0.023606,-0.031259,-0.009178,,
31/7/95,0.064724225,0.044919925,0.032462276,0.034776269,0.048845118,0.038880793,0.048466374,0.057350918,0.04326871,0.112360793,0.036769912,-0.029948889,0.047293274,0.032622243,0.048415507,0.007983895,,,19.75,,,21.68,19.65,,,,36.58,,,19.67,18.42,,,,-0.043062,-0.020181,-0.025852,-0.049316,,,-0.034505,-0.05577,-0.043812,-0.047351,-0.0408,-0.042867,-0.025065,-0.031982,-0.009986,,
31/8/95,-0.039631674,-0.000535528,0.027664561,0.050471164,-0.059577636,0.010326341,-0.022444225,-0.004701261,-0.023434863,0.065234415,-0.014152124,-0.063323649,0.009282629,0.002481176,-0.003051325,0.004857732,,,19.64,,,20.1,19.62,,,,39.33,,,19.68,18.24,,,,-0.041869,-0.018693,-0.024628,-0.047384,,,-0.033016,-0.05445,-0.041277,-0.046563,-0.03916,-0.040015,-0.02351,-0.030455,-0.007599,,
29/9/95,0.010578517,-0.004602351,0.027178255,0.04925527,-0.047937509,0.007047246,0.029417266,0.006118232,0.034402402,0.018022714,0.083607845,0.033083587,0.009925606,0.041338502,0.003814853,0.013687957,,,19.61,,,20.84,19.58,,,,40.43,,,19.65,18.9,,,,-0.041456,-0.017067,-0.024094,-0.047034,,,-0.032851,-0.05411,-0.040227,-0.04617,-0.040045,-0.040293,-0.023134,-0.030889,-0.0078,,
31/10/95,-0.047249722,-0.027948455,-0.03056978,-0.097856164,-0.064283595,-0.005708159,-0.016550518,-0.043293914,-0.017807074,-0.022295664,0.012919792,-0.043509793,0.00032189,-0.003591233,0.037344848,-0.030229114,,,19.3,,,20.78,19.38,,,,39.6,,,19.66,19.13,,,,-0.042037,-0.016799,-0.024244,-0.047634,,,-0.033555,-0.05509,-0.040783,-0.046978,-0.041177,-0.04051,-0.024121,-0.031652,-0.010054,,
30/11/95,0.039502428,0.047497347,0.014285957,-0.001297158,-0.073430576,0.024527592,0.034326579,0.024936707,-0.137204499,0.050023576,-0.075541321,-0.004257675,0.036530773,0.04293847,0.00471753,0.001986815,,,19.77,,,20.57,19.84,,,,41.9,,,20.35,19.74,,,,-0.042245,-0.017773,-0.026531,-0.045463,-0.021976,,-0.034081,-0.05487,-0.037758,-0.047182,-0.039849,-0.038659,-0.02465,-0.03225,-0.004556,,
29/12/95,0.047764919,0.025786597,0.037127234,-0.019689123,-0.048009219,0.027475435,0.028672781,0.024979388,0.047810449,0.065393243,-0.03504689,0.076089564,0.011046994,0.019038077,0.008622335,0.049288399,,,19.83,,,20.54,19.81,,,,41.73,,,20.36,19.94,,,,-0.038867,-0.012819,-0.023503,-0.041152,-0.01818,,-0.030467,-0.05077,-0.034495,-0.04358,-0.035191,-0.035714,-0.020485,-0.028431,-0.000836,,
31/1/96,0.006157446,0.027430671,0.062008273,0.158404294,0.14242523,0.037471055,0.017206056,0.011297124,-0.065194584,0.022168043,0.002048247,-0.067848995,0.023810777,0.03340944,-0.021619209,0.012884687,,,20.37,,,23.99,20.9,,,,45.5,,,20.78,19.7,,,,-0.038819,-0.01338,-0.024863,-0.042404,-0.021929,,-0.030782,-0.05049,-0.032304,-0.043464,-0.034439,-0.034322,-0.020805,-0.02872,0.000201,,
29/2/96,-0.009682582,0.004802455,0.009293582,-0.040667117,0.029124451,0.002376508,0.005937588,0.017603848,0.149621897,-0.034714231,-0.024922736,0.019508442,-0.005770474,0.009217194,0.018053093,0.00616999,,,20.17,,,23.5,20.97,,,,44.18,,,20.52,19.93,,,,-0.038314,-0.013285,-0.024296,-0.027313,-0.022565,,-0.030383,-0.05028,-0.034806,-0.042998,-0.03376,-0.034464,-0.019918,-0.028456,0.000235,,
29/3/96,0.029398746,-0.023062105,-0.024997573,-0.016714854,-0.046852555,0.01059139,0.017488931,0.01802226,-0.0065321,0.05344411,0.021160192,0.044937876,0.001255692,0.009578099,0.004639924,-0.008376747,,,19.36,,,22.46,21.14,,,,46.46,,,20.25,20.36,,,,-0.039701,-0.012012,-0.025069,-0.027087,-0.02229,,-0.031558,-0.0514,-0.035773,-0.044403,-0.035923,-0.037501,-0.019735,-0.029704,-0.006232,,
30/4/96,0.050409518,0.045610549,0.04598715,0.017689689,-0.052379035,0.030466589,0.023297493,0.044128519,0.138004353,0.035515249,0.105073474,0.219472076,0.035844913,0.014603516,-0.009466245,-0.004044194,,,19.45,,,22.14,21.06,,,,46.48,,,20.08,20.39,,,,-0.0403,-0.013619,-0.02683,-0.027724,-0.02554,,-0.032026,-0.05154,-0.037091,-0.044781,-0.03769,-0.039666,-0.02048,-0.029996,-0.005149,,
31/5/96,-0.041395565,-0.019896151,0.00253544,0.074841627,0.050826612,-0.002150328,0.00251092,0.005516712,-0.026525251,-0.021844054,-0.115394104,-0.014533518,-0.020917689,0.02539371,-0.048086588,0.018469346,,,20.27,,,21.82,21.92,,,,49.75,,,20.63,21.06,,,,-0.040283,-0.012398,-0.027005,-0.029117,-0.024032,,-0.032032,-0.05182,-0.036044,-0.044923,-0.036696,-0.039635,-0.019796,-0.030605,-0.008113,,
28/6/96,-0.000702293,-0.010358131,-0.00230468,0.047162054,0.015304582,-0.000456725,0.005890626,-0.017741681,0.043472506,0.019473839,-0.090423891,0.120150212,-0.008739286,0.003790864,0.039894792,0.009958623,,,19.2,,,22.01,21.58,,,,50.19,,,19.75,21.34,,,,-0.04004,-0.012324,-0.026227,-0.030532,-0.02751,,-0.031767,-0.05157,-0.034953,-0.044793,-0.035166,-0.040508,-0.018719,-0.03032,-0.00794,,
31/7/96,-0.052346369,-0.031814735,-0.032299634,-0.012082189,-0.037403647,-0.041167396,-0.036123222,-0.0629398,-0.077990955,-0.073615803,-0.034869447,-0.083649093,0.003681459,-0.045211475,0.037233851,-0.001327636,,,18.64,,,20.98,20.75,,,,46.63,,,19.66,20.27,,,,-0.0407,-0.012459,-0.026346,-0.032199,-0.028498,,-0.032191,-0.05306,-0.0337,-0.045765,-0.036121,-0.040639,-0.019857,-0.030714,-0.011108,,
30/8/96,-0.023538832,0.037814641,0.067271601,0.017206703,-0.003235196,0.028558047,0.011608259,0.02907273,-0.01664237,-0.028713091,-0.046604931,0.039041891,0.0496139,0.020877847,0.02592135,0.031829133,,,19.27,,,20.71,21.2,,,,45.2,,,20.36,20.78,,,,-0.040141,-0.013785,-0.027009,-0.029822,-0.028023,,-0.03202,-0.05281,-0.033885,-0.045302,-0.035083,-0.040949,-0.020435,-0.030824,-0.011703,,
30/9/96,0.029596116,0.005171222,0.020890935,0.019525068,-0.009134859,0.039459624,0.038930096,0.017127746,-0.085213882,0.061580902,-0.003984949,0.023963494,0.022362563,0.054761064,-0.011178155,0.014928629,,,19.49,,,21.95,22.01,,,,48.62,,,20.68,22.18,,,,-0.037973,-0.011657,-0.026657,-0.046896,-0.027887,,-0.030285,-0.05032,-0.029736,-0.043127,-0.033187,-0.03893,-0.018803,-0.029338,-0.00823,,
31/10/96,-0.049727618,0.042561723,0.026325101,0.025446059,-0.027107024,0.009799351,0.006438405,-0.005097371,-0.023420694,-0.048929233,-0.06362339,-0.029922118,0.003710691,0.027190626,0.05365299,0.022138234,,,20.72,,,22.75,22.13,,,,46.56,,,20.84,23.07,,,,-0.03855,-0.014376,-0.027942,-0.048075,-0.028254,,-0.031378,-0.05149,-0.030433,-0.043937,-0.033256,-0.039932,-0.019861,-0.030977,-0.009388,,
29/11/96,0.027142249,0.012629599,0.029371533,0.000748452,0.109576075,0.054719316,0.054522161,0.030399925,-0.088673403,0.018963252,-0.016305282,0.056231469,0.023318741,0.072860912,0.015220531,0.036078345,,,20.58,,,24.33,23.12,,,,47.76,,,21.2,24.78,,,,-0.038623,-0.014658,-0.025796,-0.047971,-0.030757,,-0.03201,-0.05125,-0.027913,-0.043838,-0.032696,-0.041022,-0.019974,-0.03201,-0.008801,,
31/12/96,-0.048892729,0.027636821,0.004478657,0.048345365,0.153663386,0.020165778,-0.01619531,-0.008563231,0.057476231,-0.052227912,-0.116021957,0.017050669,0.015534468,-0.020033483,0.010629631,0.095164051,,,20.63,,,24.31,23.11,,,,47.5,,,21.18,24.18,,,,-0.038572,-0.015386,-0.025756,-0.048449,-0.034003,,-0.03223,-0.05171,-0.029759,-0.043872,-0.030861,-0.041611,-0.02071,-0.032059,-0.009284,,
31/1/97,-0.071383955,-0.002016369,-0.00923663,0.108217279,-0.020653869,0.062946571,0.011289442,0.00608147,0.08762253,-0.07080638,0.090644103,0.039358198,0.034233538,0.060584779,0.023963614,0.005084929,,,14.98,,,23.6,24.85,24.18,,,42.04,,,22.02,24.6,,,,-0.037756,-0.015344,-0.025275,-0.048478,-0.033602,,-0.032673,-0.05147,-0.031796,-0.043055,-0.033599,-0.041741,-0.021477,-0.033015,-0.009991,,
28/2/97,0.018081987,0.011659519,0.025539401,0.096891827,0.028392278,0.036858879,0.011355956,-0.001790689,0.066911191,0.016866906,-0.048997521,0.062308954,0.012560688,0.007807334,-0.068652315,-0.008148344,,,14.88,,,23.49,25.47,24.54,,,42.82,,,22.01,24.64,,,,-0.03864,-0.016489,-0.027345,-0.049701,-0.034751,,-0.033474,-0.0522,-0.032017,-0.043912,-0.033446,-0.04312,-0.021592,-0.033698,-0.007792,,
31/3/97,-0.035942738,-0.010239918,-0.00334076,-0.014354147,-0.028634191,0.017023694,-0.01900726,-0.04427979,-0.08429187,-0.003890581,8.5128E-05,-0.00937608,0.007208654,-0.041953139,-0.001342128,-0.004955327,,,14.85,,,22.65,25.4,24.54,,,42.65,,,21.85,23.63,,,,-0.039089,-0.0169,-0.027628,-0.051099,-0.033987,,-0.033881,-0.05322,-0.032803,-0.044598,-0.035033,-0.044293,-0.021974,-0.033793,-0.004883,,
30/4/97,0.020117038,0.031100132,-0.00503216,0.068285337,0.123671516,0.022849042,0.032246585,-0.021673652,0.118411927,0.059849404,0.030114039,0.066043942,0.029904575,0.057957654,0.009131353,-0.034469948,,,15.64,,,20.91,25.88,24.66,,,42.37,,,21.81,25.14,,,,-0.038596,-0.017097,-0.026748,-0.04933,-0.03758,,-0.033608,-0.05233,-0.03376,-0.044208,-0.034748,-0.044134,-0.02178,-0.0339,-0.004509,,
30/5/97,0.082665782,0.04730589,0.04381791,0.061036873,-0.011058284,0.028919366,0.061413562,0.09199786,-0.011064062,0.018915054,0.074699796,-0.03404266,0.036538306,0.059098281,0.065950813,0.022926654,,,16.2,,,23.64,27.27,25.78,,,45.54,,,23.14,26.43,,,,-0.036315,-0.016084,-0.024934,-0.046704,-0.031372,,-0.031361,-0.0494,-0.030153,-0.041434,-0.03309,-0.041033,-0.019899,-0.031922,-0.004544,,
30/6/97,0.060558792,0.054067586,-0.000536651,0.095248007,0.021924333,0.054604372,0.049571269,0.03047764,0.145689757,0.053514448,0.012532556,0.125317276,-0.003307558,0.043828513,0.082981204,0.044201596,,,17.42,,,23.6,26.8,27,,,46.11,,,22.86,27.41,,,,-0.039225,-0.019039,-0.026286,-0.049196,-0.033852,,-0.034304,-0.05167,-0.034678,-0.044312,-0.035542,-0.044546,-0.021768,-0.034811,-0.009254,,
31/7/97,-0.01985175,-0.004202435,-0.002345125,0.026626277,0.127449912,0.088815337,0.045022792,0.013087968,0.012137334,0.002719502,-0.035085283,0.11176332,0.060873343,0.076516109,0.021989905,0.024500112,,,17.58,,,26.39,30.55,28.74,,,48.27,,,23.85,29.44,,,,-0.040007,-0.020006,-0.027193,-0.049878,-0.037177,,-0.035958,-0.05233,-0.037113,-0.044992,-0.035605,-0.045554,-0.024012,-0.036632,-0.010385,,
29/8/97,-0.115879115,-0.056734143,-0.023808881,-0.167826212,0.058211833,-0.06957597,-0.069170741,-0.026063478,-0.097105584,-0.075316288,-0.019057886,-0.040897419,-0.004517979,-0.057683627,-0.050204541,-0.008970419,,,16.25,,,21.84,28.1,26.81,,,44.61,,,23.22,27.69,,,,-0.038598,-0.017745,-0.026365,-0.050039,-0.037964,,-0.034568,-0.0522,-0.03596,-0.04429,-0.03515,-0.045351,-0.023264,-0.035467,-0.008748,,
30/9/97,-0.006189958,0.066752994,0.029029041,0.101937944,-0.183280008,0.070045865,0.053395417,0.025041316,0.012119851,-0.009154299,-0.091173552,-0.129701554,0.086834443,0.053317856,0.050190527,0.083277131,,,16.98,,,23.04,30.25,28.33,,,44.51,,,25.15,29.13,,,,-0.037492,-0.018494,-0.025291,-0.044943,-0.034306,,-0.034146,-0.051,-0.034614,-0.043014,-0.032296,-0.043418,-0.024574,-0.035058,-0.008769,,
31/10/97,-0.136307639,-0.114142948,-0.138779505,-0.276585899,-0.178362432,-0.076986666,-0.054638788,-0.053958761,-0.028662036,-0.102182335,-0.321169636,-0.167520553,-0.077749956,-0.033978003,-0.064061695,-0.03391191,,,14.28,,,16.31,27.94,27.04,,,40.08,,,23.35,28.13,,,,-0.036691,-0.015257,-0.019498,-0.044536,-0.032088,,-0.03403,-0.05199,-0.035572,-0.04315,-0.026388,-0.04235,-0.023529,-0.035428,-0.006519,,
28/11/97,-0.061617923,0.013167359,-0.019817162,0.029231008,-0.199448478,0.033563241,0.017513828,-0.047216484,-0.054933095,-0.004561016,-0.095600238,0.05205911,-0.00073428,0.045259689,-0.012773636,0.015907605,,,14.09,,,15.89,28.6,28.58,,,40.09,,,23.19,29.91,,,,-0.036359,-0.01534,-0.018977,-0.044314,-0.030304,,-0.03438,-0.05198,-0.034324,-0.043133,-0.023771,-0.043092,-0.023303,-0.036014,-0.005334,,
