,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,log_return,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,CAPE,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield,div_yield
,MSCI Asia Ex Japan,SP & ASX 200,ASX Small Ords,MSCI Brazil,MSCI China Hong Kong in Red ,MSCI Europe,MSCI ACWI,MSCI Global Small,MSCI India,MSCI Japan,MSCI Korea,MSCI Taiwan,MSCI UK,SP500,MSCI NZ,NAREIT ALL Equity Reits,SP Global Infrastructure,MSCI Asia Ex Japan,SP & ASX 200,ASX Small Ords,MSCI Brazil,MSCI China Hong Kong in Red ,MSCI Europe,MSCI ACWI,MSCI Global Small,MSCI India,MSCI Japan,MSCI Korea,MSCI Taiwan,MSCI UK,SP500,MSCI NZ,NAREIT ALL Equity Reits,SP Global Infrastructure,MSCI Asia Ex Japan,SP & ASX 200,ASX Small Ords,MSCI Brazil,MSCI China Hong Kong in Red ,MSCI Europe,MSCI ACWI,MSCI Global Small,MSCI India,MSCI Japan,MSCI Korea,MSCI Taiwan,MSCI UK,SP500,MSCI NZ,NAREIT ALL Equity Reits,SP Global Infrastructure
31/12/70,,0.010703466,,,,,0.046232191,,0.005095552,0.004511464,-0.038509555,,0.058104787,0.058030771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/1/71,,-0.024765492,,,,,0.042868896,,0.020126466,0.050019088,0.038249882,,0.000554354,0.042283781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/2/71,,-0.020608461,,,,,0.008397884,,-0.015056746,0.041817555,0.038903521,,-0.021058126,0.011613619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/71,,0.051942951,,,,,0.04105975,,-0.012722818,0.076428597,0.063511484,,0.080234257,0.038624258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/4/71,,-0.03876753,,,,,0.03028803,,0.0846612,0.047793333,0.058889058,,0.103049029,0.038142587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/5/71,,-0.030297295,,,,,-0.02594586,,0.114378554,-0.009878755,0.008966203,,0.034275308,-0.042446541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/6/71,,0.007259072,,,,,0.008150786,,0.004188488,0.088849045,0.054611806,,0.015093603,0.005919762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/7/71,,-0.042547967,,,,,-0.018020242,,0.062773642,0.002290346,0.044469798,,0.06317524,-0.039485558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/71,,-0.060642092,,,,,0.019642457,,0.011707451,-0.140329635,-0.059831404,,-0.014162981,0.038081302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/9/71,,-0.11042231,,,,,-0.011507607,,0.032445594,0.024206023,-0.052313635,,-0.009181068,-0.004452957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/71,,0.002484473,,,,,-0.040749659,,-0.024716087,-0.060075064,-0.02454421,,-0.032146407,-0.039936876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/71,,-0.017354015,,,,,0.006408994,,-0.0233701,0.060766593,0.009676126,,0.023923744,0.00021217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/71,,0.174124443,,,,,0.084287567,,0.059290786,0.079419593,0.061955364,,0.05008885,0.085112145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/1/72,,-0.033652874,,,,,0.034094211,,0.056848864,0.0577714,0.089069104,,0.035248086,0.020361549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/2/72,,0.095881772,,,,,0.035882975,,0.027683429,0.06701071,0.045156749,,0.053298306,0.027331262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/72,,0.031138047,,,,,0.011990449,,0.03108188,0.045948926,0.051196099,,-0.002348219,0.005894214,,-0.007400034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/4/72,,-0.02108904,,,,,0.011347043,,0.026929412,0.053160206,0.070205749,,0.031649156,0.009121373,,0.031808292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/5/72,,0.040985118,,,,,0.01846614,,0.018349139,0.080053926,0.048797972,,-0.024093967,0.019498453,,-0.102501753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/6/72,,0.025188364,,,,,-0.025258904,,-0.054418622,0.025058637,0.061359187,,-0.033911933,-0.019638223,,0.091748961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/7/72,,-0.059616941,,,,,0.013622709,,0.01655667,0.08031534,0.061822533,,0.054841458,0.004748765,,0.044310742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/72,,0.004694232,,,,,0.026296826,,0.043380296,0.022698983,0.059751247,,0.005219641,0.036211411,,-0.014680379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/9/72,,-0.033735589,,,,,-0.017042856,,-0.064957896,0.043001178,0.034290535,,-0.107334077,-0.002523618,,0.031462425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/72,,0.057898183,,,,,0.006476229,,-0.01862882,0.029731164,0.030109801,,0.033316346,0.011780053,,-0.031844141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/72,,0.029774529,,,,,0.04949809,,0.031134193,0.159712285,0.057830531,,0.057754806,0.047004794,,-0.016359102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/72,,-0.022310391,,,,,0.01658157,,0.028585041,0.086283618,0.076599738,,-0.013883379,0.014127807,,-0.019496087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/1/73,,0.031023707,,,,,0.000611714,,-0.046980209,0.014065771,0.090857062,,-0.082015735,-0.015021186,,0.005032823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/73,,-0.11430668,,,,,0.005260562,,-0.078988411,-0.054213462,-0.061705073,,-0.030312921,-0.035885722,,-0.057951998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/3/73,,-0.000411043,,,,,-0.000228146,,-0.024030731,0.009101517,-0.002150678,,-0.001353753,0.000805573,,0.016038421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/4/73,,-0.071129101,,,,,-0.053505401,,0.022202577,-0.118743925,-0.053519756,,0.005488256,-0.039041487,,-0.056916918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/5/73,,0.079453953,,,,,-0.004664638,,-0.007346222,0.022011523,-0.0145823,,-0.001010952,-0.016399955,,-0.029777233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/6/73,,-0.026440538,,,,,0.00450415,,0.026377155,0.014811488,-0.003421279,,-0.013065427,-0.00400985,,0.01389606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/7/73,,0.013995933,,,,,0.021750341,,-0.060119812,0.052444716,0.04837877,,-0.04524394,0.039862351,,0.024536425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/73,,-0.116167443,,,,,-0.044394656,,-0.030980212,-0.041800197,-0.01091711,,-0.04318137,-0.034692087,,-0.049576857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/73,,-0.082776994,,,,,0.026648805,,-0.011869576,-0.055804261,-0.052791718,,0.030864947,0.041799986,,0.054412716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/73,,0.056150519,,,,,0.008199051,,0.029413885,-0.006831492,-0.024807207,,0.024571261,0.001658559,,-0.000214431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/73,,-0.094310679,,,,,-0.141011335,,-0.050530809,-0.096351648,-0.036928545,,-0.127572634,-0.117552229,,-0.151616186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/73,,-0.015114523,,,,,-0.01046073,,-0.178669696,-0.058544037,-0.09402895,,-0.048484385,0.019606479,,-0.013441569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/1/74,,0.124079211,,,,,0.005519285,,-0.002433091,0.060499072,0.029161335,,-0.019878412,-0.007201564,,0.03223075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/74,,0.082674336,,,,,0.013213843,,-0.02092384,-0.003129893,0.048543942,,0.046363836,-0.000725196,,0.04043985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/3/74,,-0.063770767,,,,,-0.02790708,,-0.066862945,-0.029483234,-0.014885401,,-0.217623758,-0.020686388,,-0.032511528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/4/74,,-0.04136576,,,,,-0.01917352,,-0.035186309,0.029651156,0.004213794,,0.061883049,-0.036517515,,-0.06746671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/5/74,,-0.159953223,,,,,-0.04354205,,0.006863445,0.04063616,0.034371404,,-0.095573719,-0.030695378,,-0.073328448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/6/74,,-0.066354825,,,,,-0.034383586,,-0.085644323,-0.028674627,0.007114502,,-0.097804062,-0.011407607,,0.002793298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/7/74,,-0.174687779,,,,,-0.063745511,,-0.096950869,-0.05706733,-0.033632583,,-0.067633943,-0.077082048,,-0.095031279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/8/74,,-0.023934419,,,,,-0.104437648,,-0.137056246,-0.103287343,-0.086726961,,-0.136935897,-0.090329648,,-0.079122885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/9/74,,-0.225164187,,,,,-0.101336311,,-0.094745368,-0.010966883,-0.035621977,,-0.136797368,-0.122367239,,-0.016739594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/74,,0.221241652,,,,,0.088387193,,-0.046618611,-0.078982117,-0.086797081,,0.031397226,0.155364084,,0.026979155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/11/74,,0.036183397,,,,,-0.018866142,,-0.081308874,0.096613751,0.022212333,,-0.167883003,-0.050083331,,-0.055748262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/74,,-0.045065765,,,,,-0.019867784,,-0.114552964,-0.040940235,0.042288374,,0.005841821,-0.01570084,,-0.029621348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/1/75,,0.179840166,,,,,0.133339656,,0.167257027,0.038227931,-0.021463819,,0.428952257,0.119726126,,0.118180634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/75,,-0.004149384,,,,,0.082105627,,0.362905494,0.095874381,0.082422041,,0.21341653,0.061831114,,0.022638917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/75,,-0.023134575,,,,,0.004728627,,0.09333194,0.042784814,0.044650419,,-0.083019311,0.025054262,,0.017565937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/4/75,,-0.004050746,,,,,0.038131474,,0.055034519,-5.62952E-05,0.022301301,,0.164089144,0.049726581,,0.017863024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/5/75,,0.092568081,,,,,0.021001993,,0.090797151,-0.010071376,0.027930824,,0.047777855,0.046551292,,-0.015726923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/6/75,,-0.018673761,,,,,0.010098667,,0.00852105,0.028202469,-0.005810874,,-0.116544712,0.046619734,,0.049363374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/7/75,,-0.019029117,,,,,-0.05933359,,-0.066398836,-0.052900768,-0.013114237,,-0.033734579,-0.066564548,,-0.027951217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/8/75,,-0.008121872,,,,,-0.018033276,,-0.027578898,-0.0447618,-0.043147168,,0.136828605,-0.017733809,,-0.015940187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/9/75,,0.079336742,,,,,-0.045368605,,0.102426789,-0.050828204,-0.035281547,,0.016248191,-0.031689293,,-0.077343106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/75,,0.015695389,,,,,0.064112432,,0.034262064,0.095764855,0.031271062,,0.039295096,0.063293177,,-0.035676396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/11/75,,0.070845067,,,,,0.024655488,,0.066279166,0.011703494,0.023128714,,0.005871161,0.027799551,,0.015994953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/75,,0.031117022,,,,,-0.001486105,,-0.00873368,0.015829354,0.000379927,,0.040160381,-0.008143501,,0.011128759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/1/76,,0.011651264,,,,,0.083468855,,0.072932469,0.05385832,0.065604317,,0.087603151,0.114883799,,0.117232284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/2/76,,0.012498107,,,,,-0.009715043,,0.011150648,0.000322286,-0.001305212,,-0.034574978,-0.00846335,,0.047621216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/76,,-0.0173086,,,,,0.009532611,,0,-0.011233646,0.013883994,,-0.007890328,0.03314248,,-0.006041466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/4/76,,0.029490997,,,-0.067633653,-0.000512231,-0.009532611,,0.010030174,0.003848765,-0.021272677,,0.036573071,-0.007814849,,0.010792732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/5/76,,0.016968552,,,-0.058004077,-0.027590645,-0.019060593,,0.011904903,0.006041337,0.020013102,,-0.067117836,-0.011179903,,-0.028995738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/6/76,,0.004592612,,,0.02900088,-0.006834905,0.028045709,,-0.066249386,0.036745939,0.032783204,,-0.01459308,0.043366169,,0.028437935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/7/76,,0.088695322,,,-0.017945868,-0.017447221,-0.011659531,,0.004206105,-0.031757059,-0.003324292,,-0.036981706,-0.004806319,,0.014677638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/76,,-0.007110238,,,0.024878351,-0.024729673,-0.004627924,,-0.045072006,0.016820496,0.010728593,,-0.048667322,-0.001838553,,0.035513082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/9/76,,-0.080637516,,,-0.010702164,-0.023637375,0.006012135,,-0.059938798,-0.00152708,-0.000788688,,-0.061276436,0.0255194,,-0.000663526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/76,,-0.054997234,,,-0.057301942,-0.07228783,-0.038063139,,-0.122602322,-0.031911906,-0.00931398,,-0.104966987,-0.018799723,,0.00503179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/76,,-0.047298615,,,0.035776616,0.035142794,-0.006438925,,0.040031168,-0.005236756,-0.013342694,,0.063673507,-0.004089943,,0.031207838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/76,,0.035386722,,,0.114637739,0.066665164,0.070174844,,0.088381746,0.128253323,0.050418095,,0.168088717,0.054603174,,0.054195238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/1/77,,0.016902754,,,-0.03531966,0.020437622,-0.036614011,,0.119969391,-0.047436803,0.039392519,,0.081451017,-0.048427306,,0.048871008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/77,,-0.042545184,,,-0.023815143,0.007362728,-0.006923033,,0.048153736,0.028643,0.00268393,,0.02302326,-0.018398112,,0.008280668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/77,,0.047346121,,,-0.030605404,0.002883738,-0.008863802,,0.045005201,-0.029904958,-0.009584611,,0.023391307,-0.010574612,,-0.003441949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/4/77,,-0.015478382,,,0.05684138,0.032234927,0.008300368,,0.004670723,0.015586554,-0.006307658,,0.031048103,0.004157137,,0.008012863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/5/77,,0.041720618,,,-0.019435451,-0.006700498,-0.016383718,,0.089106106,-0.007587517,0.011547013,,0.023089049,-0.019800649,,0.00193633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/6/77,,-0.014258181,,,0.007450675,0.009175873,0.034350224,,-0.009421911,-0.002609003,-0.007576797,,0.026334745,0.048235184,,0.032356587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/7/77,,-0.067152902,,,-0.051557119,-0.016811627,-0.016089629,,-0.000860956,-0.014778345,-0.002609508,,-0.028687094,-0.012518314,,-0.004527143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/77,,-0.037700055,,,0.021993754,0.049900785,0.001030783,,0.071458964,0.053941089,0.015687115,,0.106948958,-0.017347415,,0.000442576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/9/77,,-0.003994921,,,-0.02455205,0.038515176,0.00969343,,0.085272362,-0.002031047,0.017329743,,0.075877139,0.001548843,,-0.00487914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/77,,0.04813146,,,-0.001909021,-0.007467714,-0.019954758,,0.008067517,-0.035174307,0.008553537,,-0.033843575,-0.039730557,,-0.006356308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/77,,-0.030636199,,,0.000587327,-0.020423752,0.009699214,,-0.06254392,-0.01913498,-0.062749749,,-0.047794211,0.031132588,,0.042167995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/12/77,,0.070743528,,,-0.037441361,0.001896401,0.016819613,,0.005428474,-0.014621348,-0.012385756,,0.013890161,0.007459307,,0.00790518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/1/78,,-0.049690119,,,0.001016483,-0.012752671,-0.03278368,,-0.002322881,0.045817277,0.031509995,,-0.054696318,-0.05912739,,-0.029698203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/78,,-0.058766231,,,0.017010203,-0.019553632,-0.01072191,,-0.054972023,0.024612863,0.026834864,,-0.050256121,-0.020488584,,0.010901667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/78,,0.046081071,,,0.091787072,0.042912161,0.041291567,,-0.000819336,0.050609122,0.032146082,,0.065110797,0.028987509,,0.041520005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/4/78,,0.066862945,,,0.006937877,0.003297457,0.041161796,,0.022691411,-0.003682737,0.033315362,,0.008622417,0.086394737,,0.021709788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/5/78,,0.048079179,,,0.023651192,0.028207501,0.009701964,,0.056089467,0.000921956,-0.001950839,,0.04069514,0.009149419,,-0.03216576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/6/78,,-0.021406568,,,0.193740363,-0.009004822,0.007084474,,-0.00836825,0.005743049,0.005816871,,-0.03498789,-0.013869075,,-0.011948331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/7/78,,0.055128977,,,0.050910201,0.044265084,0.06691064,,0.015915455,0.023364279,0.025138211,,0.057893017,0.05666977,,0.020113351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/78,,0.061487187,,,0.170543214,0.015763304,0.02001358,,0.074591207,-0.015469922,-0.006386309,,0.020758512,0.029651471,,0.039353026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/9/78,,0.03404524,,,-0.063544988,0.016393785,0.008829553,,0.013860236,0.015380408,0.01910796,,-0.006633169,-0.003200022,,-0.008252865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/78,,-0.07376615,,,0.044584858,-0.036691682,-0.022505254,,-0.026500853,0.004153924,0.018818475,,-0.038368064,-0.091222566,,-0.087057315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/78,,-0.012942242,,,-0.317388848,0.005338923,-0.038812567,,-0.044066357,0.014909472,0.009675581,,0.021990222,0.021243447,,0.029762162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/12/78,,0.044873153,,,-0.016915463,6.06982E-05,0.029208847,,0.024800688,0.028954915,0.014832452,,-0.014507875,0.019450563,,0.032016214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/1/79,,0.049720733,,,0.102571029,0.026317925,0.022480125,,-0.010137668,0.028596204,0.021230998,,0.009914523,0.043370045,,0.025481041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/79,,0.035998474,,,-0.028401326,0.01053798,-0.021907832,,0.005081681,-0.034543637,-0.008380951,,0.066231584,-0.032649709,,0.015838342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/3/79,,0.01896041,,,0.028424956,0.056807085,0.037852326,,0.126355089,-0.001245303,-0.010927614,,0.116954356,0.057908159,,0.065066726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/4/79,,-0.02255586,,,0.007483032,0.025515493,-0.004337717,,0.060061379,0.022895765,-0.006992095,,0.050541567,0.006280062,,-0.004015132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/5/79,,0.023207793,,,0.046474151,-0.04882487,-0.020441466,,-0.003009331,0.005444584,0.020148282,,-0.079305431,-0.021957031,,-0.011480318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/6/79,,-0.030168999,,,-0.045603617,-0.007771016,0.025565841,,-0.056414089,-0.005150657,-0.021025742,,-0.046660178,0.042580614,,0.083661714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/7/79,,0.019291492,,,0.122968059,-0.007946691,0.004550455,,-0.034385483,-0.007078184,-0.00424064,,-0.045779806,0.013320736,,0.030602825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/79,,0.1136016,,,-0.03512171,0.031985467,0.036431942,,0.00460982,0.016895906,0.017722181,,0.035093688,0.056098141,,0.115557401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/79,,0.062573819,,,0.169196043,0.029867298,0.019360025,,0.010457612,0.032073436,0.011108403,,0.038189712,0.004290083,,-0.032175792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/10/79,,0.011861754,,,-0.00335733,-0.048300514,-0.080437613,,0.010992675,-0.019555456,-0.010309256,,-0.055650101,-0.066174187,,-0.120972583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/11/79,,-0.02655317,,,0.114816596,-0.001808234,0.027225487,,-0.102862745,0.004219848,-0.011628168,,-0.015780493,0.04643967,,0.032088315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/79,,0.100707933,,,0.147837508,-0.008095379,0.023305322,,0.007102303,0.019072879,0.017800003,,-0.020922135,0.02115747,,0.02738062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/1/80,,0.185880369,,,0.034687956,0.04855166,0.055559543,,0.032721332,0.016627272,0.022568415,,0.081570954,0.060308427,,0.059560014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.07007,,,
29/2/80,,0.031488226,,,0.013436031,0.023283034,-0.002456294,,0.064966512,0.004762007,0.012640768,,0.047443462,-8.76132E-05,,0.00798361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.089511,,,
31/3/80,,-0.189772363,,,-0.166465885,-0.082936382,-0.117204541,,-0.033282028,-0.0312245,-0.029930385,,-0.096911363,-0.102276115,,-0.135993863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085196,,,
30/4/80,,0.035744035,,,0.109952188,0.034662842,0.060126967,,-0.015379775,0.030831804,0.011125769,,0.029789153,0.045196765,,-0.011385997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.048486,,,
30/5/80,,0.104960778,,,0.030545985,0.009099474,0.044851238,,0.010057074,-0.00543501,0.01286836,,-0.02303237,0.050182588,,-0.074355742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.024102,,,
30/6/80,,0.056625182,,,0.169909259,0.05283815,0.043767057,,0.044364744,0.008807166,0.002075289,,0.101717524,0.031152924,,0.061570838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.026454,,,
31/7/80,,0.00210271,,,0.107790341,0.025993522,0.027308046,,0.06066216,-0.01062542,0.002795891,,0.037194987,0.067275716,,0.064221327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036722,,,
29/8/80,,0.042313853,,,0.063876646,0.003092912,0.016369413,,0.003597126,0.024619273,0.009439536,,0.000351576,0.010058562,,0.026084424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.050082,,,
30/9/80,,0.05021628,,,-0.00658745,0.020455747,0.026744164,,0.021900846,0.02387695,0.020003384,,0.025222602,0.028992205,,-0.02269114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.065699,,,
31/10/80,,0.060303983,,,0.229487864,0.05209878,0.025856562,,0.018562018,0.027398974,0.022286128,,0.060406173,0.020043261,,0.089070006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078932,,,
28/11/80,,-0.023005644,,,-0.035775375,0.007796429,0.038277704,,0.037229342,-0.011878552,0.000384456,,0.009473671,0.101233358,,-0.022564417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.100892,,,
31/12/80,,-0.024637626,,,0.030296297,-0.035417148,-0.024810551,,-0.036080577,0.004369406,-0.009267982,,-0.061913941,-0.030638234,,-0.022274777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097331,,,
30/1/81,,-0.103334434,,,0.074858462,0.000835351,-0.032358674,,-0.032675019,0.029022373,0.03202942,,-0.008880345,-0.042738925,,0.009675934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.097733,,,
27/2/81,,-0.033537354,,,-0.071327165,0.035335097,6.48656E-05,,0.037256928,-0.000933606,0.000375661,,0.039849482,0.017218727,,0.003364579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.09436,,,
31/3/81,,0.087608819,,,-0.088131459,0.00600066,0.032105384,,0.017559216,0.068144689,0.019400599,,-0.005896471,0.039214833,,0.020580115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.078424,,,
30/4/81,,0.00076365,,,0.050772294,0.042204047,-0.002263867,,0.068880569,0.086088101,0.056993601,,0.075504538,-0.019527656,,0.005780814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101013,,,
