Date,AU,US,Japan,UK,France,Germany,Switzerland,India,AU,US,Japan,UK,France,Germany,Switzerland,India,,,,,,,,
30/03/2007,0.0281,0.0167,0.011,0.0305,0.022,0.0193,0.0158,0.0148,126705.52,2367446.72,711100.21,561054.07,400152.77,331589.48,163681.35,90369.26,,,,,,,,
30/04/2007,0.0265,0.0161,0.0113,0.0293,0.0204,0.018,0.0148,0.0129,126474.68,2365238.64,710568.25,556941.45,401159.88,332014.1,163989.36,90965.69,,,,,,,,
30/05/2007,0.0262,0.0156,0.0113,0.0291,0.0203,0.0178,0.015,0.0122,126562.3,2366621.77,709984.96,556588.16,400350.32,331857.44,163917.53,91228.55,,,,,,,,
29/06/2007,0.0281,0.0158,0.0112,0.0283,0.0199,0.0174,0.0153,0.0117,145319.11,2379685.17,708260.14,557642.42,396390.95,332431.04,163964.47,91890.13,,,,,,,,
30/07/2007,0.0285,0.0161,0.0112,0.0298,0.0208,0.0181,0.0161,0.0109,144659.53,2374876.58,707406.27,558281.83,396706.35,332361.71,163061.54,92762.5,,,,,,,,
30/08/2007,0.0296,0.0162,0.0119,0.0302,0.021,0.0181,0.0162,0.0111,144262.02,2375203.09,705745.28,555359.03,396651.73,332213.03,163061.99,93137.19,,,,,,,,
28/09/2007,0.0261,0.0154,0.0115,0.0294,0.02,0.017,0.0155,0.0092,154435.51,2373251.43,703468.43,558008.42,397533.22,335174.93,163407.4,93781.63,,,,,,,,
30/10/2007,0.0244,0.0152,0.0115,0.028,0.0192,0.0163,0.0154,0.0076,154356.12,2359706.38,703978.2,557860.33,397686.25,329307.9,163200.32,94337.11,,,,,,,,
30/11/2007,0.026,0.0157,0.0116,0.0294,0.0198,0.0164,0.0153,0.0075,152122.3,2375022.5,703541.98,557569.35,397543.89,329152.44,162997.69,94793.73,,,,,,,,
28/12/2007,0.0272,0.0157,0.0123,0.03,0.0199,0.0162,0.0158,0.0068,152354.61,2371135.64,702207.83,557329.85,396774.74,329159.21,162951.95,95147.67,,,,,,,,
30/01/2008,0.0309,0.0196,0.0131,0.0348,0.0287,0.0267,0.0219,0.0085,151391.28,2390920.71,703117.54,644883.23,455573.52,377254.18,167562.57,96059.88,,,,,,,,
29/02/2008,0.0296,0.0199,0.0127,0.0344,0.0282,0.0261,0.0214,0.0087,150882.61,2392119.43,706464.22,636529.92,455518.2,376990.76,167710.86,95867.5,,,,,,,,
28/03/2008,0.0315,0.0206,0.0129,0.0356,0.0279,0.0258,0.0215,0.0096,150425.55,2404502.68,704251.49,635360,455821.52,376952.73,167650.95,95525.61,,,,,,,,
30/04/2008,0.0295,0.0197,0.0147,0.0347,0.0265,0.0253,0.0215,0.0091,153911.58,2404935.48,744100.36,645577.01,458420.36,373501.55,167923.91,135051.92,,,,,,,,
30/05/2008,0.0287,0.0195,0.0143,0.0345,0.0265,0.0251,0.0212,0.0101,154076.49,2408791.07,745222.14,646043.19,458132.04,373465.26,167770.06,134654.87,,,,,,,,
30/06/2008,0.0348,0.0214,0.0153,0.037,0.0293,0.027,0.0226,0.0128,180139.99,2418214.27,743935.57,646169.63,456816.14,373295.62,166696,133806.71,,,,,,,,
30/07/2008,0.0374,0.0212,0.0159,0.0387,0.0296,0.0276,0.0233,0.0117,179981.06,2405813.84,741709.43,645404.57,459423.65,364305.88,166667.18,134044.84,,,,,,,,
29/08/2008,0.0392,0.0214,0.0164,0.0405,0.0308,0.0292,0.0237,0.0118,179770.63,2408791.72,737981.9,645002.87,459228.45,364152.84,167008.05,133813.12,,,,,,,,
30/09/2008,0.0447,0.0233,0.0186,0.048,0.0362,0.0355,0.0267,0.0145,185416.38,2409320.61,735884.15,646103.02,458019.7,346856.69,166914.91,132365.2,,,,,,,,
30/10/2008,0.0598,0.0289,0.0205,0.0609,0.0469,0.0448,0.0317,0.0221,182794.65,2396366.59,731521.69,641399.71,456879.64,345799.11,166591.64,128054.03,,,,,,,,
28/11/2008,0.0647,0.0307,0.0213,0.0644,0.0494,0.0493,0.0342,0.0226,176251.47,2331124.78,732384.22,637135.68,456196.05,345269.44,159716.02,126536.96,,,,,,,,
30/12/2008,0.0604,0.0309,0.0196,0.0662,0.0451,0.0431,0.0309,0.0195,175913.79,2327792.02,733824.14,635685.53,456081.08,344651.71,159766.97,128102.05,,,,,,,,
30/01/2009,0.0686,0.0313,0.0213,0.0698,0.0644,0.0569,0.0368,0.0205,175977.62,2095760.76,730416.27,548489.41,464016.89,312185.64,91368.36,125778.56,,,,,,,,
27/02/2009,0.0699,0.0345,0.0244,0.0759,0.0717,0.0649,0.0417,0.0225,174145.81,2089795.27,726872.61,545788.54,463269.34,310665.92,91419,125207.3,,,,,,,,
30/03/2009,0.0615,0.0326,0.0233,0.0754,0.069,0.0606,0.0408,0.0212,174662.23,2086726.28,725489.89,544749.61,464009.82,310188.29,91504.97,125543.83,,,,,,,,
30/04/2009,0.0546,0.0292,0.0265,0.0617,0.059,0.0523,0.0354,0.0192,174546.92,2088109.79,510840.56,521976.15,462129.53,307852.65,91371.23,112771.7,,,,,,,,
29/05/2009,0.0489,0.0276,0.024,0.0544,0.0529,0.0483,0.0324,0.0134,176360.82,2091491.42,512850.6,523777.43,461707.55,308113.88,91446.34,116805.51,,,,,,,,
30/06/2009,0.0419,0.0274,0.0233,0.0535,0.055,0.0492,0.0327,0.0139,150569.11,2081394.26,513876.42,520481.92,454621.57,307993.99,90741.79,116139.85,,,,,,,,
30/07/2009,0.0382,0.0253,0.0228,0.0488,0.0509,0.0448,0.0303,0.013,150859.04,2079267.94,513654.69,519925.83,454792.96,307952.42,90848.04,116293.29,,,,,,,,
28/08/2009,0.0347,0.0244,0.0215,0.0454,0.046,0.0437,0.0273,0.0126,155096.38,2080279.41,514630.23,519429.82,455482.87,307518.36,91177.08,117062.39,,,,,,,,
30/09/2009,0.0311,0.0236,0.0218,0.0442,0.0431,0.0412,0.0263,0.0117,142702.83,2072880.14,514850,510296.92,455586.52,300162.45,90932.38,118672.62,,,,,,,,
30/10/2009,0.0308,0.024,0.0224,0.0438,0.0444,0.0425,0.0265,0.0121,141867.14,2059171.96,513689.77,509323.24,455616.39,291609.44,91572.73,118505.32,,,,,,,,
30/11/2009,0.0299,0.0227,0.0227,0.0428,0.0431,0.0405,0.0262,0.0111,142616.93,2060149.73,513028.53,508294.37,454980.68,291647.02,91572.75,118732.88,,,,,,,,
30/12/2009,0.0297,0.0218,0.0224,0.0424,0.043,0.0404,0.0261,0.0107,142249.23,2067515.2,512662.41,508238.9,455434.18,291550.99,91437.31,119155.08,,,,,,,,
29/01/2010,0.03,0.0206,0.022,0.0299,0.0323,0.0319,0.0218,0.0108,141465.98,2000656.62,504626.72,391176.23,399475.54,260624.02,133152.03,119695.76,,,,,,,,
26/02/2010,0.0294,0.02,0.0217,0.0301,0.0331,0.0327,0.0216,0.0107,141322.84,2001252.11,505569.52,390934.63,399461.5,260473.08,133147.28,119794.66,,,,,,,,
30/03/2010,0.0271,0.0187,0.0208,0.0282,0.0314,0.0304,0.0205,0.0101,141279.49,1999959.57,508824.01,390566.87,399553.65,262043.05,133143.9,120442.59,,,,,,,,
30/04/2010,0.0267,0.0184,0.016,0.0263,0.0322,0.0305,0.0208,0.01,141444.42,2009552.3,631443.07,395228.09,356882.17,261108.18,133517.44,144185.03,,,,,,,,
28/05/2010,0.0316,0.02,0.0173,0.0301,0.0372,0.0345,0.0235,0.011,141305.09,2011575.2,630305.23,394838.95,356634.49,260714.6,133398.35,143931.85,,,,,,,,
30/06/2010,0.034,0.0214,0.0175,0.0308,0.0352,0.0345,0.0227,0.0104,156938,2010632.06,631045.31,396298.31,339956.06,260943.9,133330.57,145002.93,,,,,,,,
30/07/2010,0.0313,0.02,0.017,0.027,0.0315,0.0317,0.0215,0.0102,153761.13,2013362.01,631363.07,395434.66,340304.12,260277.44,133338.57,145192.2,,,,,,,,
30/08/2010,0.0318,0.021,0.017,0.028,0.0335,0.0336,0.0212,0.0101,153199.71,2011102.16,631070.6,394741.81,340213.47,259866.26,133352.28,145385.61,,,,,,,,
30/09/2010,0.0309,0.0195,0.0167,0.0258,0.0292,0.0286,0.0199,0.009,162652.4,2038493.79,631853.44,396597.01,341038.68,266237.7,142454.62,146135.71,,,,,,,,
29/10/2010,0.0301,0.0187,0.0165,0.0251,0.0277,0.0266,0.0195,0.0088,162524.7,2044787.08,631682.84,396712.42,341343.59,266319.88,142655.28,146959.72,,,,,,,,
30/11/2010,0.0311,0.0186,0.0162,0.0269,0.031,0.0282,0.0203,0.0096,162524.09,2033538.75,632840.39,396177.98,340866.99,266174.02,133235.42,148745.69,,,,,,,,
30/12/2010,0.0278,0.0175,0.0151,0.0252,0.0287,0.0265,0.0185,0.0092,163226.93,2034073.07,636027.93,396366.03,340972.62,266270.66,142458.31,149461.39,,,,,,,,
28/01/2011,0.03,0.0173,0.0148,0.025,0.0306,0.0234,0.024,0.0105,164716.79,2397870.94,648532.29,488843.49,389412.08,306977.6,136458.08,148762.36,,,,,,,,
28/02/2011,0.0288,0.0168,0.0143,0.0238,0.0294,0.0226,0.0234,0.0108,164465.12,2411659.89,654491.92,489438.2,389667.91,307077.03,136697.38,148551.94,,,,,,,,
30/03/2011,0.0283,0.017,0.0159,0.0246,0.0294,0.0225,0.0238,0.0099,162372.5,2415929.19,651381.58,489263.16,389740.2,307333.88,136707.53,148683.71,,,,,,,,
29/04/2011,0.0271,0.0165,0.0188,0.0232,0.0274,0.0203,0.0218,0.0129,162363.01,2412579.16,787169.54,496841.58,390304.63,308944.43,137150.23,182242.52,,,,,,,,
30/05/2011,0.0287,0.017,0.0193,0.0235,0.029,0.0221,0.0218,0.0137,162477,2412609.86,784862.38,501472.21,390099.42,308793.73,137072.12,181662.75,,,,,,,,
30/06/2011,0.0343,0.0172,0.0187,0.0244,0.0286,0.0213,0.0227,0.0134,193838.32,2425863.31,786182.65,501859.12,389746.52,308918.69,137100.53,181950.41,,,,,,,,
29/07/2011,0.0343,0.0177,0.018,0.0246,0.0307,0.0221,0.0228,0.0135,195091.11,2424584.54,786549.9,502618.52,389007.38,308939.84,137311.13,182087.19,,,,,,,,
30/08/2011,0.0365,0.019,0.0195,0.0283,0.035,0.027,0.0254,0.0153,194951.9,2422377.99,784498.83,502579.19,388687.85,308766.55,137017.53,181251.33,,,,,,,,
30/09/2011,0.0449,0.0206,0.0197,0.0307,0.0402,0.0314,0.0281,0.0166,208942.62,2447891.93,784107.09,503750.24,386190.27,306323.46,136882.85,180651.45,,,,,,,,
28/10/2011,0.0376,0.0181,0.0192,0.0267,0.0344,0.0262,0.0252,0.0157,209015.9,2447418.43,784821.15,503286.07,387471.25,306131.82,136856.81,180778.15,,,,,,,,
30/11/2011,0.0413,0.0188,0.0208,0.0289,0.0387,0.0287,0.0276,0.0185,208288.95,2452129.99,784263.07,505382.96,385924.49,305948.45,136795.87,178633.06,,,,,,,,
30/12/2011,0.0416,0.0206,0.0208,0.0316,0.0446,0.0384,0.0336,0.02,208770.55,2584202.11,792282.61,552878.24,411848.53,327965.1,177455.36,177928.17,,,,,,,,
30/01/2012,0.0384,0.0196,0.02,0.0299,0.0425,0.0352,0.0326,0.0168,209400.9,2584789.04,793507.24,552797.26,412649.93,327462.28,177069.02,179941.1,,,,,,,,
29/02/2012,0.0371,0.0188,0.0194,0.0283,0.0393,0.0327,0.0311,0.0155,209139.58,2589836.01,795731.92,554166.18,413194.91,327950.93,176905.15,180597.6,,,,,,,,
30/03/2012,0.0383,0.0184,0.022,0.0305,0.0394,0.0324,0.031,0.0187,210186.76,2591377.78,824939.92,559250.5,412850.09,327442.31,178247.27,192240.74,,,,,,,,
30/04/2012,0.0376,0.0189,0.0226,0.0305,0.0417,0.0333,0.0317,0.0194,209871.14,2592686.86,825579.52,560184.41,412336.24,327498.3,178166.36,192049.33,,,,,,,,
30/05/2012,0.0431,0.0202,0.0247,0.0349,0.0474,0.0386,0.0352,0.022,209613.13,2590901.19,823867.24,559170.77,411758.69,327038.04,178122.97,190997.05,,,,,,,,
29/06/2012,0.0438,0.0197,0.0237,0.0323,0.0442,0.0372,0.0343,0.0207,217659.85,2602234.14,825870.11,554671.43,412046.14,327404.37,176578.12,192156.06,,,,,,,,
30/07/2012,0.0412,0.0195,0.0243,0.0315,0.0443,0.0367,0.034,0.021,217700.24,2596599.06,824592.83,553762.67,411852.76,327540.99,176564.85,192111.71,,,,,,,,
30/08/2012,0.0412,0.0193,0.024,0.0311,0.0428,0.0356,0.0335,0.0208,216616,2599925.55,824820.77,553630.66,412941.03,326941.14,176594.49,191144.03,,,,,,,,
28/09/2012,0.041,0.019,0.0239,0.0319,0.0418,0.0336,0.032,0.0183,214941.17,2631881.77,824312.97,554096.35,413282.58,329644.16,176624.27,192340.38,,,,,,,,
30/10/2012,0.0404,0.0194,0.0245,0.0313,0.0404,0.0394,0.0308,0.0192,214216.84,2630579.52,824578.57,554769.47,413200.67,333390.15,176599.95,192305.68,,,,,,,,
30/11/2012,0.04,0.0194,0.024,0.0313,0.0391,0.0386,0.0299,0.0184,214167.4,2629357.32,824761.34,554724.35,412844.08,333536.83,176532.05,192365.8,,,,,,,,
28/12/2012,0.0387,0.0195,0.0229,0.0306,0.0382,0.0371,0.0294,0.0182,213956.56,2635495.8,824600.87,555013.39,411645.46,333459.2,176545.09,193139.33,,,,,,,,
30/01/2013,0.0369,0.0214,0.0223,0.0328,0.0318,0.0318,0.0265,0.0173,215840.15,2726217.36,826445.88,492630.83,378409.76,333316.76,163968.72,192419.88,,,,,,,,
28/02/2013,0.0359,0.0214,0.0216,0.0336,0.033,0.033,0.0263,0.0188,215921.38,2729146.37,826990.4,492504.33,378341.32,333391.41,163927.47,191452.31,,,,,,,,
29/03/2013,0.0363,0.0208,0.0204,0.0325,0.0333,0.0337,0.0262,0.0189,215547.2,2727978.68,827597.3,484486.31,377983.54,333624.34,164641.21,184151.93,,,,,,,,
30/04/2013,0.035,0.0206,0.0187,0.0316,0.0319,0.0326,0.0253,0.018,215579.46,2731352.96,829788.87,484800.58,369319.45,336695.29,164654.98,184469.56,,,,,,,,
30/05/2013,0.0395,0.0199,0.0199,0.0309,0.0311,0.0316,0.0256,0.0184,215302.31,2732463.8,828747.44,476808.11,369637.46,336742.5,164424.04,184304.68,,,,,,,,
28/06/2013,0.0449,0.0206,0.0196,0.0331,0.0326,0.0334,0.0264,0.0205,211228.58,2726379.17,827422.39,478740.81,378055.57,337343.22,164524.92,183301.09,,,,,,,,
30/07/2013,0.0432,0.0197,0.019,0.031,0.0298,0.0314,0.0253,0.0214,211476.64,2721628.19,827761.97,478650.25,377659.94,338178.78,164524.92,182396.31,,,,,,,,
30/08/2013,0.0429,0.0205,0.0197,0.0313,0.0303,0.0318,0.0254,0.0241,211740.6,2725600.08,827367.78,479190.23,377752.28,337725.53,164556.31,179434.77,,,,,,,,
30/09/2013,0.0419,0.0204,0.0182,0.0295,0.0279,0.0294,0.0238,0.0216,206857.34,2735156.22,826448.59,480153.02,377917.53,330886.99,164635.71,180287.84,,,,,,,,
30/10/2013,0.0397,0.0195,0.018,0.0283,0.0267,0.0275,0.0231,0.0198,207209.16,2733344.75,825960.5,482120.96,377949.89,330959.92,164943.42,181206.3,,,,,,,,
29/11/2013,0.0421,0.0192,0.018,0.0282,0.0266,0.0268,0.0232,0.0201,207164.43,2731707.79,825127.78,481322.37,378859.82,330843.58,164864.92,181093.7,,,,,,,,
30/12/2013,0.0429,0.0187,0.0179,0.0275,0.0263,0.026,0.0228,0.0193,207880.99,2734045.6,825663.88,483677.24,379144.49,331016.53,165283.33,182051.13,,,,,,,,
30/01/2014,0.0452,0.0194,0.0184,0.0291,0.0305,0.026,0.0257,0.0205,204638.59,2881082.82,826772.16,486911.18,381504.54,328118.79,151778.28,180793.69,,,,,,,,
28/02/2014,0.0423,0.0187,0.0183,0.0281,0.0283,0.0247,0.0241,0.0196,204713.19,2880504.9,822273.9,485980.01,381924.64,327743.78,151776.99,180907.46,,,,,,,,
28/03/2014,0.0411,0.0188,0.0189,0.0291,0.0282,0.0251,0.0246,0.0176,204585.18,2881074.19,821844.94,487070.33,381757.12,327538.41,151762.9,181570.37,,,,,,,,
30/04/2014,0.0402,0.0186,0.0181,0.0287,0.0277,0.025,0.0243,0.0216,199694.24,2906382.92,829942.72,485430.69,381793.6,327547.11,152484.59,185331.98,,,,,,,,
30/05/2014,0.0398,0.0183,0.0174,0.0285,0.0278,0.0248,0.0242,0.0189,199783.87,2909431.96,829807.36,485861.55,381696.89,326861.52,152760.43,187131.81,,,,,,,,
30/06/2014,0.0399,0.018,0.0165,0.0296,0.0286,0.0247,0.0244,0.018,196143.24,2915286.7,830979.94,487221,384854.34,326991.68,152793.97,188163.98,,,,,,,,
30/07/2014,0.0387,0.018,0.0163,0.0299,0.03,0.0259,0.0252,0.0179,196092.98,2915064.25,830897.11,487855.63,384747.68,326982.89,152789.74,187822.15,,,,,,,,
29/08/2014,0.0382,0.0176,0.0166,0.0302,0.0302,0.0267,0.025,0.0177,195923.37,2921364.37,830885.12,487474.47,384047.54,326936.58,153030.95,188229.52,,,,,,,,
30/09/2014,0.0439,0.018,0.017,0.0321,0.0315,0.0277,0.0257,0.0178,194397.23,2939896.46,830110.81,488980.93,383709.83,331442.32,152893.77,188561.81,,,,,,,,
30/10/2014,0.0421,0.0178,0.0175,0.0331,0.0332,0.0283,0.026,0.0174,193963.84,2941640.2,831563.14,489263.58,383541.23,331467.83,152900.21,188788.71,,,,,,,,
28/11/2014,0.045,0.0172,0.0173,0.0325,0.0315,0.0263,0.025,0.0168,193630.47,2941109.58,831112.27,489610.41,383749.35,332319.66,152589.25,188617.41,,,,,,,,
30/12/2014,0.0458,0.017,0.0175,0.0334,0.0333,0.0272,0.0261,0.0175,193182.89,2939008.82,831637.94,488867.6,383417.39,332316.87,152584.11,188275.18,,,,,,,,
30/01/2015,0.0467,0.0196,0.0171,0.0361,0.0328,0.0259,0.0294,0.0163,193799.21,3022018.28,831538.95,471740.36,379684.52,348750.16,207252.98,190195.55,,,,,,,,
27/02/2015,0.0438,0.0188,0.0162,0.0338,0.0306,0.0243,0.028,0.0161,193908.16,3019749.5,830442.45,468379.83,380520.85,348314.28,207833.44,190167.87,,,,,,,,
30/03/2015,0.0453,0.0188,0.0159,0.0355,0.031,0.0238,0.0279,0.0168,193376.3,3014821.37,830058.39,468437.54,380371.04,347911.54,207833.44,189490.49,,,,,,,,
30/04/2015,0.044,0.0188,0.0164,0.0333,0.0298,0.0239,0.0275,0.0192,196755,3011286.89,815812.51,474307.31,379205.62,348068.43,207122.71,196071.77,,,,,,,,
29/05/2015,0.045,0.0187,0.0163,0.033,0.0305,0.0247,0.0273,0.0187,198487.36,3009909.42,815478.56,473938.22,378989.73,348401.26,207120.47,196205.48,,,,,,,,
30/06/2015,0.048,0.0192,0.0164,0.0341,0.031,0.0254,0.0283,0.0189,178677.62,3016952.47,815739.07,474873.75,380653.66,348905.63,207010.83,196117.45,,,,,,,,
30/07/2015,0.0485,0.019,0.0164,0.0338,0.0301,0.0252,0.0272,0.0187,178316.13,3006811.41,815210.51,474579.84,380611.04,350613.92,206918.84,196583.47,,,,,,,,
28/08/2015,0.0526,0.0203,0.017,0.0362,0.0315,0.0264,0.0295,0.0203,178245.64,3006569.71,814373.34,474451.23,380521.61,350647.71,195731.61,196068.01,,,,,,,,
30/09/2015,0.0522,0.0215,0.0184,0.0376,0.0331,0.0282,0.031,0.0203,174015.92,3034309.18,812847.94,471539.31,379737.05,348169.13,195668.36,196011.84,,,,,,,,
30/10/2015,0.049,0.0199,0.0168,0.0353,0.0308,0.0256,0.0297,0.0199,174019.17,3041170.72,813905.69,472460.35,376082.74,352451.28,195706.56,196337.22,,,,,,,,
30/11/2015,0.0483,0.0199,0.0169,0.036,0.0319,0.0256,0.0305,0.0205,173805.99,3039889,832689.09,472483.94,377192.73,352464.66,195705.05,196892.26,,,,,,,,
30/12/2015,0.0465,0.0202,0.0168,0.037,0.0323,0.0259,0.0298,0.0202,173511.28,3034323.57,832738.26,471703.78,376961.59,351213.23,195747.36,196867.19,,,,,,,,
29/01/2016,0.0511,0.0227,0.0181,0.0385,0.0311,0.0266,0.0324,0.0218,170997.95,2921111.58,828020.01,410052.23,336957,315173.02,118521.82,195112.39,,,,,,,,
29/02/2016,0.0519,0.0228,0.0184,0.0379,0.0316,0.0271,0.0329,0.0241,170511.35,2913576.24,828088.39,409954.38,336724.36,315503.49,118513.36,192023.88,,,,,,,,
30/03/2016,0.0469,0.0213,0.0174,0.0362,0.0295,0.0247,0.0315,0.0212,170879.77,2909463.41,827667.64,401646.8,336766.43,315588.24,118529.42,193270.49,,,,,,,,
29/04/2016,0.0452,0.0215,0.018,0.036,0.0293,0.0246,0.0312,0.0209,170610.82,2911744.38,771659.9,397745.04,336702.86,315406.98,118317.79,179668.46,,,,,,,,
30/05/2016,0.0465,0.0212,0.0184,0.0358,0.0296,0.0249,0.0313,0.0206,170459.57,2897875.51,771424.76,396791.1,336781.87,315298.86,118307.67,179852.06,,,,,,,,
30/06/2016,0.0412,0.0212,0.0184,0.0386,0.0315,0.0265,0.0319,0.0201,153955.78,2885729.96,773203.92,395571,335506.65,315581.79,118419.39,180142.28,,,,,,,,
29/07/2016,0.0379,0.0204,0.0174,0.0373,0.0299,0.0247,0.0312,0.0189,154514.03,2884863.24,772403.98,394897,336017.41,315662.35,118405.4,180748.55,,,,,,,,
30/08/2016,0.0388,0.0203,0.0176,0.0372,0.0298,0.0243,0.0312,0.0186,153815.21,2881653.82,771390.77,394925.47,335880.03,315597.48,118390.72,180918.47,,,,,,,,
30/09/2016,0.0396,0.0203,0.0172,0.0375,0.0295,0.0242,0.0311,0.0187,149518.92,2861709.86,772269.58,393026.39,335441.2,318370.71,118386.19,182089.23,,,,,,,,
28/10/2016,0.0411,0.0208,0.0171,0.0403,0.0297,0.0251,0.0326,0.0184,149472.44,2863468.78,772959.45,388182.9,335484.65,323229.38,118372.77,182596.48,,,,,,,,
30/11/2016,0.0411,0.02,0.0177,0.0402,0.0306,0.0262,0.0336,0.0198,149704.13,2864146.03,772829.86,388328.64,333236.54,323121.15,118183.14,182646.59,,,,,,,,
30/12/2016,0.0394,0.0206,0.0175,0.0387,0.0286,0.0261,0.032,0.02,148735.16,2917703.96,773000.38,391331.36,339779.67,332763.18,120231.45,182506,,,,,,,,
30/01/2017,0.0378,0.0202,0.0168,0.0382,0.0283,0.0251,0.031,0.0186,148752.65,2913463.9,773716.71,391192.13,338643.65,332664.61,120248.81,183062.86,,,,,,,,
28/02/2017,0.0368,0.0196,0.0166,0.0375,0.0281,0.0249,0.0302,0.0177,147696.25,2898408.9,773920.27,390999.18,338396.03,332682.45,120250.5,183001.75,,,,,,,,
31/03/2017,0.0543,0.0197,0.017,0.0385,0.0306,0.0252,0.0338,0.013,147697.1513,2898037.695,775511.997,489223.677,338434.0305,337641.1385,131179.1071,182998.1741,,,,,,,,
28/04/2017,0.0535,0.0196,0.0174,0.0393,0.03,0.0255,0.0334,0.0146,195917.592,2898025.322,773670.7578,490075.4348,338310.9813,337641.1385,132773.2557,193905.8101,,,,,,,,
31/05/2017,0.0556,0.0197,0.0175,0.0395,0.0312,0.0267,0.0327,0.0135,192627.1358,3015911.741,799220.5588,480289.4019,345567.2623,345528.6165,132588.7047,200691.0695,,,,,,,,
30/06/2017,0.0558,0.0197,0.0172,0.0416,0.0326,0.0273,0.0331,0.0138,192627.8569,3012937.977,797398.7667,478404.5651,345572.6909,345556.7131,132544.6912,199416.6729,,,,,,,,
31/07/2017,0.0559,0.0198,0.0173,0.0412,0.032,0.0277,0.0324,0.0137,191523.6322,3012836.239,798569.4869,501641.0626,349597.1221,345714.9725,132027.3268,196390.4067,,,,,,,,
31/08/2017,0.0568,0.02,0.0176,0.0417,0.032,0.0279,0.0329,0.0138,190964.3092,3092852.887,827260.383,557166.9969,349926.4595,375613.7755,132003.4697,195047.0455,,,,,,,,
29/09/2017,0.0592,0.0197,0.0176,0.0429,0.0306,0.0262,0.0323,0.014,190450.5035,3091926.25,827886.7456,558085.3774,349917.4118,375497.1286,132101.1077,195004.4748,,,,,,,,
31/10/2017,0.0569,0.0193,0.0164,0.0422,0.0295,0.0248,0.032,0.0133,216889.569,3092283.706,827906.9772,552332.2753,349883.0304,375417.3929,132092.1433,203899.8788,,,,,,,,
30/11/2017,0.0564,0.019,0.0162,0.0432,0.0301,0.0252,0.0317,0.0136,214683.8687,3162657.276,858080.9904,556100.9116,350259.4161,376586.8923,137818.8119,203898.176,,,,,,,,
29/12/2017,0.0556,0.0189,0.0162,0.0402,0.0302,0.0253,0.0317,0.013,214681.4351,3154108.565,858268.0101,556089.4418,350259.4161,376427.4393,137806.039,203898.176,,,,,,,,
31/01/2018,0.0559,0.018,0.016,0.0413,0.0293,0.0248,0.0318,0.0126,212879.8931,3153968.332,858272.2918,559645.215,350243.1301,376845.6201,137829.5727,204360.3236,,,,,,,,
28/02/2018,0.056,0.0188,0.0169,0.0434,0.0301,0.0265,0.0334,0.0137,216166.789,3225966.955,888727.9785,559362.0075,366284.7588,367567.1384,120715.1022,204360.3236,,,,,,,,
30/03/2018,0.0591,0.0195,0.0173,0.0456,0.0309,0.0266,0.0333,0.0137,214898.206,3213252.501,888258.991,590922.7431,360620.8786,384926.3404,129309.4345,204360.3236,,,,,,,,
30/04/2018,0.0569,0.0196,0.0173,0.0432,0.0294,0.0272,0.0345,0.0127,214844.2611,3213244.252,888198.4597,591295.696,359410.2921,384926.3404,129309.4345,220119.6576,,,,,,,,
31/05/2018,0.0563,0.0192,0.018,0.0412,0.0312,0.0308,0.0353,0.0129,213907.91,3275267.087,892809.9903,582442.4419,360830.786,388243.653,132567.201,228028.9538,,,,,,,,
29/06/2018,0.0548,0.0193,0.018,0.0411,0.0317,0.0314,0.0347,0.0138,213930.263,3274187.843,893615.2342,582045.8782,360825.3574,388243.653,132567.201,228272.6285,,,,,,,,
31/07/2018,0.0541,0.0184,0.0178,0.0405,0.0307,0.0302,0.0326,0.0132,213974.8791,3274139.724,893606.0499,585901.3315,369588.9905,388243.653,143828.4239,228280.6318,,,,,,,,
31/08/2018,0.0539,0.018,0.0177,0.0428,0.0312,0.0313,0.0333,0.0126,213892.2718,3350167.981,924223.1319,617813.1176,368150.4011,382031.5241,143440.6745,227793.623,,,,,,,,
28/09/2018,0.0564,0.018,0.0169,0.0422,0.0308,0.0313,0.033,0.0135,213761.0375,3348699.66,925011.5761,615878.0087,366881.9091,380946.4431,143389.08,227793.623,,,,,,,,
31/10/2018,0.0604,0.0195,0.02,0.0452,0.0332,0.0322,0.0332,0.0143,232325.866,3348331.204,925066.1589,616006.7394,374762.4836,379099.0619,143389.08,222253.8121,,,,,,,,
30/11/2018,0.062,0.0193,0.0197,0.0464,0.0338,0.0328,0.0332,0.0147,230225.8921,3443433.893,941620.2509,605737.5699,374263.0488,376861.9271,145297.7719,222256.3664,,,,,,,,
31/12/2018,0.0626,0.0215,0.0221,0.0491,0.0359,0.0336,0.0359,0.0151,230227.83,3437223.773,942321.624,605673.4486,374264.8583,376791.3367,145297.7719,222256.3664,,,,,,,,
31/01/2019,0.0642,0.02,0.0214,0.0486,0.0341,0.032,0.0337,0.0154,230561.6843,3436856.693,942292.7637,615540.9906,374259.4297,376791.3367,145297.7719,219031.3801,,,,,,,,
28/02/2019,0.0627,0.0197,0.0209,0.0486,0.0325,0.0311,0.0322,0.0155,231026.0066,3447029.081,934880.2837,673162.0624,367451.9162,371986.1879,157394.6572,219031.3801,,,,,,,,
29/03/2019,0.0649,0.0194,0.0211,0.0488,0.032,0.0319,0.0324,0.0139,247332.9024,3433880.18,934896.201,663618.4214,369067.8411,372856.3021,154862.304,219031.3801,,,,,,,,
