Date,AU,US,Japan,UK,France,Germany,Switzerland,India,AU,US,Japan,UK,France,Germany,Switzerland,India,,,,,,,,
30/04/2019,0.0633,0.0188,0.0207,0.0494,0.0318,0.0295,0.0317,0.014,246914.8185,3436231.144,936325.5523,653250.0499,369474.989,372839.3156,154862.304,234501.4036,,,,,,,,
31/05/2019,0.0631,0.0203,0.0226,0.0512,0.035,0.0335,0.033,0.0143,240438.5059,3544363.123,940816.2489,645772.3837,371852.733,397166.4093,160028.2953,255488.4201,,,,,,,,
28/06/2019,0.061,0.0191,0.022,0.0479,0.033,0.0317,0.0317,0.0142,240433.0979,3545927.683,940663.3843,645266.3685,371856.3521,397166.4093,160028.2953,256047.9694,,,,,,,,
31/07/2019,0.0594,0.0189,0.0217,0.0475,0.0337,0.0323,0.0316,0.0151,241014.1431,3545915.31,940696.8531,643359.1411,383547.8312,397166.4093,159923.8667,255834.4348,,,,,,,,
30/08/2019,0.0613,0.0195,0.0227,0.0511,0.0339,0.0334,0.0317,0.015,234347.4687,3635071.846,952306.9493,666903.4331,383006.7769,400887.6707,159280.534,258465.6448,,,,,,,,
30/09/2019,0.0616,0.0192,0.0203,0.0493,0.0329,0.0317,0.0312,0.0145,233591.0239,3636490.674,953275.909,665172.463,383927.836,400887.6707,159239.359,258465.6448,,,,,,,,
31/10/2019,0.0617,0.019,0.0197,0.0502,0.0325,0.0306,0.0307,0.015,231937.5261,3636498.923,953657.5313,666830.9534,381960.8591,400887.6707,158585.8583,258465.6448,,,,,,,,
29/11/2019,0.0592,0.0185,0.0194,0.049,0.0317,0.0298,0.0299,0.0129,230695.1268,3703425.787,921986.9352,673550.9999,382814.9649,397019.3886,158281.7165,257535.3898,,,,,,,,
31/12/2019,0.0605,0.0182,0.0191,0.0477,0.0309,0.0299,0.0295,0.0126,230698.2364,3701681.124,922598.5245,673555.7586,382814.9649,397019.3886,158281.7165,257535.3898,,,,,,,,
31/01/2020,0.0545,0.0183,0.0196,0.0482,0.0317,0.0305,0.0295,0.0122,231941.8975,3701517.519,922651.3423,668891.0713,382814.9649,397019.3886,158269.4646,235085.8143,,,,,,,,
28/02/2020,0.0586,0.0204,0.0216,0.0536,0.0344,0.0335,0.0318,0.0127,226939.0413,3874753.334,902914.352,638199.9084,394410.5381,397019.3886,163890.8782,235085.8143,,,,,,,,
31/03/2020,0.0731,0.0234,0.0227,0.0569,0.0419,0.0408,0.035,0.019,225113.2083,3894341.953,903037.3431,629265.6942,408085.2801,386278.4496,164798.489,235085.8143,,,,,,,,
30/04/2020,0.0669,0.0208,0.0216,0.0504,0.0391,0.0372,0.0347,0.0163,221037.2843,3896141.609,903006.1296,625555.8103,408237.282,386275.5665,163760.0595,235085.8143,,,,,,,,
29/05/2020,0.0558,0.0199,0.0201,0.0469,0.0308,0.032,0.0311,0.0163,219332.9512,3496971.26,823303.1601,626733.2384,384251.7448,393027.4263,162396.685,234207.6658,,,,,,,,
30/06/2020,0.0535,0.0195,0.0193,0.0445,0.0229,0.0309,0.0303,0.0148,219335.1144,3496446.074,827693.9734,626504.0246,384202.887,393028.3261,162396.685,244303.9042,,,,,,,,
31/07/2020,0.0533,0.0185,0.02,0.0457,0.022,0.0268,0.03,0.0134,222560.4943,3486365.799,827682.4685,595105.8191,330560.6942,392514.8004,151430.6395,226104.758,,,,,,,,
31/08/2020,0.0472,0.0172,0.0186,0.0405,0.0209,0.0268,0.0296,0.0132,150667.1381,3246938.655,767182.5908,488894.0411,331499.8488,344408.4423,151824.5148,227332.3268,,,,,,,,
30/09/2020,0.0476,0.0179,0.017,0.0403,0.022,0.0276,0.0289,0.013,147739.8295,3248090.765,766971.7768,483790.3272,329225.249,344408.4423,151838.0961,228254.4083,,,,,,,,
30/10/2020,0.0464,0.0183,0.0181,0.0407,0.0229,0.0316,0.0307,0.0124,144805.7609,3248342.36,766926.9012,482593.437,310145.3919,344408.4423,147608.6568,227753.6065,,,,,,,,
30/11/2020,0.0382,0.0166,0.0159,0.0348,0.0189,0.0274,0.0304,0.0123,144912.3888,3189381.277,803676.512,484808.0317,311480.8372,304474.1461,147344.9175,224406.0166,,,,,,,,
31/12/2020,0.0371,0.0157,0.015,0.0328,0.019,0.0261,0.03,0.0109,144942.5384,3183384.256,803991.2295,484766.423,311480.8372,304474.1461,147344.9175,224406.0166,,,,,,,,
29/01/2021,0.0366,0.0158,0.015,0.0327,0.0196,0.0267,0.0303,0.0111,142529.9368,3182724.337,803994.4979,459608.3608,311480.8372,304490.6919,147344.9175,224406.0166,,,,,,,,
26/02/2021,0.0362,0.0152,0.0143,0.0334,0.0184,0.0254,0.0305,0.0107,135348.1949,3182524.986,862250.9557,459671.628,299298.971,304490.6919,126289.5022,211020.9359,,,,,,,,
31/03/2021,0.0359,0.0146,0.0136,0.0345,0.0169,0.023,0.0293,0.0096,135267.1199,3197331.936,863068.1294,426609.5632,302230.4361,332169.4936,146093.4809,212424.0663,,,,,,,,
30/04/2021,0.0347,0.0138,0.0145,0.0348,0.017,0.023,0.0296,0.0099,135171.8488,3197331.936,863068.1294,423868.8199,312430.849,331811.234,149646.6224,220834.1643,,,,,,,,
31/05/2021,0.0377,0.0137,0.015,0.0336,0.0203,0.0238,0.0281,0.0098,135167.6126,3587756.973,1059656.354,431435.4994,312828.9492,360431.4199,149757.4644,249839.7985,,,,,,,,
30/06/2021,0.0368,0.0135,0.0151,0.0337,0.0214,0.0236,0.0267,0.011,135124.3936,3587615.365,1063134.523,432076.1023,312828.9492,360363.2534,149757.4644,249417.6674,,,,,,,,
30/07/2021,0.0365,0.0133,0.0159,0.0339,0.0214,0.0236,0.0262,0.0111,133966.9902,3587798.218,1063200.578,472245.7478,359397.6253,360111.4304,156594.4751,249625.0719,,,,,,,,
31/08/2021,0.0397,0.013,0.0156,0.0384,0.0212,0.0232,0.0256,0.0101,219816.1115,4002528.926,1241624.91,582541.2778,360056.3001,455213.136,156995.3746,247213.5267,,,,,,,,
30/09/2021,0.0468,0.0138,0.0151,0.0408,0.0222,0.0214,0.0276,0.0107,219732.2423,4003114.605,1241763.328,582291.4427,361916.5138,455213.136,157145.5053,247214.0375,,,,,,,,
29/10/2021,0.0468,0.013,0.0163,0.0389,0.0212,0.0207,0.0265,0.0105,219675.1428,4003089.858,1241968.422,581819.9589,390847.5413,455213.136,157145.5053,247214.0375,,,,,,,,
30/11/2021,0.0512,0.0132,0.0172,0.0399,0.0221,0.0215,0.0259,0.0115,218213.8545,4252877.742,1186334.751,585642.894,390348.1065,443104.1297,161715.7343,249893.6079,,,,,,,,
31/12/2021,0.0498,0.0127,0.0167,0.0385,0.0209,0.0209,0.0244,0.0118,218238.506,4252345.681,1186955.1,585676.5104,390348.1065,443111.2916,161715.7343,249893.6079,,,,,,,,
31/01/2022,0.0564,0.0134,0.018,0.0369,0.0212,0.0214,0.0257,0.012,219702.7236,4252330.558,1186959.316,579510.4329,389810.6712,443148.6987,161715.7343,249893.6079,,,,,,,,
28/02/2022,0.0595,0.014,0.0185,0.0348,0.0222,0.0234,0.0262,0.0123,253940.5394,4613723.25,1129051.666,579559.4238,430693.7526,443164.6017,161751.2864,253725.993,,,,,,,,
31/03/2022,0.0571,0.0137,0.0182,0.0368,0.0225,0.0237,0.0261,0.0117,253052.4547,4630780.801,1129662.961,665740.2812,430921.7554,453143.3323,162155.3657,254283.8395,,,,,,,,
29/04/2022,0.0576,0.0151,0.0197,0.0376,0.0243,0.0291,0.0271,0.0121,253125.2825,4630943.032,1129704.372,664985.2849,448667.9767,453210.9295,162155.3657,260512.4443,,,,,,,,
31/05/2022,0.06,0.0153,0.0203,0.0394,0.0284,0.0323,0.0284,0.0135,254000.8387,4657089.603,906361.6667,672804.789,450729.0501,499934.6211,169092.6551,271308.5451,,,,,,,,
30/06/2022,0.0676,0.017,0.0211,0.0418,0.0303,0.0362,0.0306,0.0137,254012.2405,4656510.798,910648.0209,672123.7976,450736.2883,499963.8747,169092.6551,271207.3971,,,,,,,,
29/07/2022,0.0639,0.0156,0.0201,0.0399,0.0281,0.0343,0.0295,0.013,273949.4857,4656509.424,910694.0731,626341.1895,493345.6768,497268.5995,173380.785,271113.401,,,,,,,,
31/08/2022,0.0623,0.0165,0.02,0.039,0.0296,0.0361,0.0303,0.0128,311488.4385,4673675.587,767928.1531,738620.3311,492030.1366,508906.0415,173244.3973,262297.1785,,,,,,,,
30/09/2022,0.0685,0.0185,0.0216,0.0406,0.0324,0.0384,0.0326,0.0129,309261.4216,4674830.446,768321.8032,735047.4752,490558.9754,508906.0415,173308.1898,262237.7498,,,,,,,,
31/10/2022,0.0648,0.0171,0.0212,0.0395,0.0299,0.0351,0.031,0.0125,309188.9543,4681525.882,768249.6362,735321.5922,522079.4638,512192.9252,173408.4147,262237.0686,,,,,,,,
30/11/2022,0.0605,0.0164,0.0212,0.0371,0.0278,0.0323,0.0301,0.0131,308838.2451,4696259.966,941765.2712,734707.4066,521406.3125,534683.8397,176049.4362,270041.1301,,,,,,,,
30/12/2022,0.0629,0.0176,0.0227,0.0376,0.0308,0.0372,0.0312,0.013,308817.6947,4693734.398,941991.0546,734761.1562,521406.3125,534683.8397,176049.4362,270041.1301,,,,,,,,
31/01/2023,0.0593,0.0166,0.0217,0.0363,0.0282,0.0343,0.0296,0.0145,309620.0175,4693140.47,941984.7139,798473.5684,521399.0743,534552.6853,176049.4362,270038.9164,,,,,,,,
28/02/2023,0.062,0.0172,0.0217,0.0362,0.0276,0.0358,0.0301,0.0144,318202.478,4742021.278,948578.8762,798401.3939,496610.0985,534600.4496,151654.3176,270340.9981,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
